player,goals,assists,rating,minutes,match_id,date,performed,surname,Unnamed: 9,moon_sign
diogo jota,1,0,7.6,58,1035133,2023-10-29,1,jota,,Taurus
harvey elliott,0,0,6.9,31,1035133,2023-10-29,0,elliott,,Taurus
cody gakpo,0,0,6.9,32,1035133,2023-10-29,0,gakpo,,Taurus
wataru endo,0,0,6.5,10,1035133,2023-10-29,0,endo,,Taurus
joe gomez,0,0,0.0,1,1035133,2023-10-29,0,gomez,,Taurus
caoimhin kelleher,0,0,0.0,0,1035133,2023-10-29,0,kelleher,,Taurus
adrián,0,0,0.0,0,1035133,2023-10-29,0,adrián,,Taurus
joël matip,0,0,0.0,0,1035133,2023-10-29,0,matip,,Taurus
luke chambers,0,0,0.0,0,1035133,2023-10-29,0,chambers,,Taurus
james mcconnell,0,0,0.0,0,1035133,2023-10-29,0,mcconnell,,Taurus
matt turner,0,0,6.6,90,1035133,2023-10-29,0,turner,,Taurus
serge aurier,0,0,6.6,90,1035133,2023-10-29,0,aurier,,Taurus
willy boly,0,0,7.2,69,1035133,2023-10-29,1,boly,,Taurus
moussa niakhaté,0,0,6.2,90,1035133,2023-10-29,0,niakhaté,,Taurus
murillo,0,0,6.9,90,1035133,2023-10-29,0,murillo,,Taurus
ola aina,0,0,6.3,69,1035133,2023-10-29,0,aina,,Taurus
morgan gibbs-white,0,0,6.3,83,1035133,2023-10-29,0,gibbs-white,,Taurus
orel mangala,0,0,6.2,83,1035133,2023-10-29,0,mangala,,Taurus
ibrahim sangaré,0,0,7.2,90,1035133,2023-10-29,1,sangaré,,Taurus
nicolás domínguez,0,0,6.3,69,1035133,2023-10-29,0,domínguez,,Taurus
anthony elanga,0,0,6.3,90,1035133,2023-10-29,0,elanga,,Taurus
harry toffolo,0,0,6.3,21,1035133,2023-10-29,0,toffolo,,Taurus
ryan yates,0,0,6.9,21,1035133,2023-10-29,0,yates,,Taurus
taiwo awoniyi,0,0,6.3,21,1035133,2023-10-29,0,awoniyi,,Taurus
neco williams,0,0,6.2,12,1035133,2023-10-29,0,williams,,Taurus
andrey santos,0,0,6.3,12,1035133,2023-10-29,0,santos,,Taurus
odysseas vlachodimos,0,0,0.0,0,1035133,2023-10-29,0,vlachodimos,,Taurus
joe worrall,0,0,0.0,0,1035133,2023-10-29,0,worrall,,Taurus
cheikhou kouyaté,0,0,0.0,0,1035133,2023-10-29,0,kouyaté,,Taurus
nuno tavares,0,0,0.0,0,1035133,2023-10-29,0,tavares,,Taurus
jason steele,0,0,6.9,90,1035130,2023-10-29,0,steele,,Taurus
adam webster,0,0,7.2,90,1035130,2023-10-29,1,webster,,Taurus
lewis dunk,0,0,7.5,90,1035130,2023-10-29,1,dunk,,Taurus
igor júlio,0,0,7.2,90,1035130,2023-10-29,1,júlio,,Taurus
simon adingra,0,0,6.7,71,1035130,2023-10-29,0,adingra,,Taurus
carlos baleba,0,0,6.9,71,1035130,2023-10-29,0,baleba,,Taurus
mahmoud dahoud,0,0,7.3,71,1035130,2023-10-29,1,dahoud,,Taurus
kaoru mitoma,0,0,7.3,90,1035130,2023-10-29,1,mitoma,,Taurus
pascal groß,0,1,7.3,90,1035130,2023-10-29,1,groß,,Taurus
adam lallana,0,0,7.2,58,1035130,2023-10-29,1,lallana,,Taurus
evan ferguson,1,0,6.9,78,1035130,2023-10-29,1,ferguson,,Taurus
ansu fati,0,0,6.2,32,1035130,2023-10-29,0,fati,,Taurus
joël veltman,0,0,7.2,19,1035130,2023-10-29,1,veltman,,Taurus
billy gilmour,0,0,6.9,19,1035130,2023-10-29,0,gilmour,,Taurus
facundo buonanotte,0,0,6.6,19,1035130,2023-10-29,0,buonanotte,,Taurus
joão pedro,0,0,6.0,12,1035130,2023-10-29,0,pedro,,Taurus
bart verbruggen,0,0,0.0,0,1035130,2023-10-29,0,verbruggen,,Taurus
jan paul van hecke,0,0,0.0,0,1035130,2023-10-29,0,hecke,,Taurus
jack hinshelwood,0,0,0.0,0,1035130,2023-10-29,0,hinshelwood,,Taurus
james milner,0,0,0.0,0,1035130,2023-10-29,0,milner,,Taurus
bernd leno,0,0,7.5,90,1035130,2023-10-29,1,leno,,Taurus
timothy castagne,0,0,6.7,90,1035130,2023-10-29,0,castagne,,Taurus
calvin bassey,0,0,7.3,90,1035130,2023-10-29,1,bassey,,Taurus
tim ream,0,0,7.3,90,1035130,2023-10-29,1,ream,,Taurus
antonee robinson,0,0,7.3,90,1035130,2023-10-29,1,robinson,,Taurus
harrison reed,0,0,6.7,58,1035130,2023-10-29,0,reed,,Taurus
joão palhinha,1,0,8.5,90,1035130,2023-10-29,1,palhinha,,Taurus
bobby decordova-reid,0,0,6.9,58,1035130,2023-10-29,0,decordova-reid,,Taurus
alex iwobi,0,0,7.3,89,1035130,2023-10-29,1,iwobi,,Taurus
willian,0,0,6.9,86,1035130,2023-10-29,0,willian,,Taurus
raúl jiménez,0,0,6.5,58,1035130,2023-10-29,0,jiménez,,Taurus
harry wilson,0,1,7.0,32,1035130,2023-10-29,1,wilson,,Taurus
andreas pereira,0,0,6.9,32,1035130,2023-10-29,0,pereira,,Taurus
rodrigo muniz,0,0,6.6,32,1035130,2023-10-29,0,muniz,,Taurus
tom cairney,0,0,6.6,14,1035130,2023-10-29,0,cairney,,Taurus
saša lukić,0,0,6.9,8,1035130,2023-10-29,0,lukić,,Taurus
marek rodák,0,0,0.0,0,1035130,2023-10-29,0,rodák,,Taurus
fodé ballo-touré,0,0,0.0,0,1035130,2023-10-29,0,ballo-touré,,Taurus
devan tanton,0,0,0.0,0,1035130,2023-10-29,0,tanton,,Taurus
luc de fougerolles,0,0,0.0,0,1035130,2023-10-29,0,fougerolles,,Taurus
emiliano martínez,0,0,6.7,90,1035129,2023-10-29,0,martínez,,Taurus
matty cash,0,0,7.2,79,1035129,2023-10-29,1,cash,,Taurus
ezri konsa,0,0,7.0,90,1035129,2023-10-29,1,konsa,,Taurus
pau torres,0,0,7.3,90,1035129,2023-10-29,1,torres,,Taurus
lucas digne,0,0,7.0,90,1035129,2023-10-29,1,digne,,Taurus
john mcginn,1,0,7.5,90,1035129,2023-10-29,1,mcginn,,Taurus
boubacar kamara,0,0,7.3,79,1035129,2023-10-29,1,kamara,,Taurus
douglas luiz,0,1,7.9,89,1035129,2023-10-29,1,luiz,,Taurus
nicolò zaniolo,0,0,6.7,45,1035129,2023-10-29,0,zaniolo,,Taurus
moussa diaby,1,0,7.9,89,1035129,2023-10-29,1,diaby,,Taurus
ollie watkins,0,0,6.7,90,1035129,2023-10-29,0,watkins,,Taurus
leon bailey,0,1,6.6,45,1035129,2023-10-29,1,bailey,,Taurus
diego carlos,0,0,6.2,11,1035129,2023-10-29,0,carlos,,Taurus
youri tielemans,0,0,6.9,11,1035129,2023-10-29,0,tielemans,,Taurus
leander dendoncker,0,0,0.0,1,1035129,2023-10-29,0,dendoncker,,Taurus
bertrand traoré,0,0,0.0,1,1035129,2023-10-29,0,traoré,,Taurus
robin olsen,0,0,0.0,0,1035129,2023-10-29,0,olsen,,Taurus
clément lenglet,0,0,0.0,0,1035129,2023-10-29,0,lenglet,,Taurus
calum chambers,0,0,0.0,0,1035129,2023-10-29,0,chambers,,Taurus
tim iroegbunam,0,0,0.0,0,1035129,2023-10-29,0,iroegbunam,,Taurus
thomas kaminski,0,0,6.7,90,1035129,2023-10-29,0,kaminski,,Taurus
teden mengi,0,0,6.7,90,1035129,2023-10-29,0,mengi,,Taurus
tom lockyer,0,0,6.5,90,1035129,2023-10-29,0,lockyer,,Taurus
gabriel osho,0,0,6.2,57,1035129,2023-10-29,0,osho,,Taurus
issa kaboré,0,0,6.3,90,1035129,2023-10-29,0,kaboré,,Taurus
marvelous nakamba,0,0,6.2,76,1035129,2023-10-29,0,nakamba,,Taurus
ross barkley,0,0,7.2,90,1035129,2023-10-29,1,barkley,,Taurus
alfie doughty,0,0,6.7,79,1035129,2023-10-29,0,doughty,,Taurus
jacob brown,0,0,6.3,58,1035129,2023-10-29,0,brown,,Taurus
chiedozie ogbene,0,0,6.9,90,1035129,2023-10-29,0,ogbene,,Taurus
carlton morris,0,0,6.2,76,1035129,2023-10-29,0,morris,,Taurus
tahith chong,0,0,6.9,32,1035129,2023-10-29,0,chong,,Taurus
andros townsend,0,0,7.3,33,1035129,2023-10-29,1,townsend,,Taurus
pelly ruddock mpanzu,0,0,6.3,14,1035129,2023-10-29,0,mpanzu,,Taurus
elijah adebayo,0,0,6.6,14,1035129,2023-10-29,0,adebayo,,Taurus
ryan giles,0,0,6.5,11,1035129,2023-10-29,0,giles,,Taurus
tim krul,0,0,0.0,0,1035129,2023-10-29,0,krul,,Taurus
joseph johnson,0,0,0.0,0,1035129,2023-10-29,0,johnson,,Taurus
jayden luker,0,0,0.0,0,1035129,2023-10-29,0,luker,,Taurus
cauley woodrow,0,0,0.0,0,1035129,2023-10-29,0,woodrow,,Taurus
alisson,0,0,7.2,90,1035093,2023-09-24,1,alisson,,Capricorn
joe gomez,0,0,7.3,90,1035093,2023-09-24,1,gomez,,Capricorn
joël matip,0,0,6.9,90,1035093,2023-09-24,0,matip,,Capricorn
virgil van dijk,0,1,8.3,90,1035093,2023-09-24,1,dijk,,Capricorn
andrew robertson,0,0,7.3,90,1035093,2023-09-24,1,robertson,,Capricorn
dominik szoboszlai,0,0,7.6,90,1035093,2023-09-24,1,szoboszlai,,Capricorn
alexis mac allister,0,1,7.7,88,1035093,2023-09-24,1,allister,,Capricorn
curtis jones,0,0,6.9,77,1035093,2023-09-24,0,jones,,Capricorn
mohamed salah,1,0,8.6,90,1035093,2023-09-24,1,salah,,Capricorn
darwin núñez,1,0,6.9,81,1035093,2023-09-24,1,núñez,,Capricorn
luis díaz,0,0,6.9,81,1035093,2023-09-24,0,díaz,,Capricorn
ryan gravenberch,0,0,6.3,13,1035093,2023-09-24,0,gravenberch,,Capricorn
cody gakpo,0,0,6.5,9,1035093,2023-09-24,0,gakpo,,Capricorn
diogo jota,1,0,7.5,9,1035093,2023-09-24,1,jota,,Capricorn
wataru endo,0,0,6.3,8,1035093,2023-09-24,0,endo,,Capricorn
caoimhin kelleher,0,0,0.0,0,1035093,2023-09-24,0,kelleher,,Capricorn
konstantinos tsimikas,0,0,0.0,0,1035093,2023-09-24,0,tsimikas,,Capricorn
jarell quansah,0,0,0.0,0,1035093,2023-09-24,0,quansah,,Capricorn
ibrahima konaté,0,0,0.0,0,1035093,2023-09-24,0,konaté,,Capricorn
harvey elliott,0,0,0.0,0,1035093,2023-09-24,0,elliott,,Capricorn
alphonse aréola,0,0,6.9,90,1035093,2023-09-24,0,aréola,,Capricorn
vladimír coufal,0,1,7.0,90,1035093,2023-09-24,1,coufal,,Capricorn
kurt zouma,0,0,6.3,90,1035093,2023-09-24,0,zouma,,Capricorn
nayef aguerd,0,0,6.3,90,1035093,2023-09-24,0,aguerd,,Capricorn
emerson palmieri,0,0,6.3,90,1035093,2023-09-24,0,palmieri,,Capricorn
tomáš souček,0,0,7.3,74,1035093,2023-09-24,1,souček,,Capricorn
edson álvarez,0,0,6.9,90,1035093,2023-09-24,0,álvarez,,Capricorn
jarrod bowen,1,0,7.2,90,1035093,2023-09-24,1,bowen,,Capricorn
james ward-prowse,0,0,7.3,90,1035093,2023-09-24,1,ward-prowse,,Capricorn
lucas paquetá,0,0,7.3,87,1035093,2023-09-24,1,paquetá,,Capricorn
michail antonio,0,0,6.3,74,1035093,2023-09-24,0,antonio,,Capricorn
pablo fornals,0,0,6.9,16,1035093,2023-09-24,0,fornals,,Capricorn
mohammed kudus,0,0,6.7,16,1035093,2023-09-24,0,kudus,,Capricorn
danny ings,0,0,6.3,9,1035093,2023-09-24,0,ings,,Capricorn
łukasz fabiański,0,0,0.0,0,1035093,2023-09-24,0,fabiański,,Capricorn
thilo kehrer,0,0,0.0,0,1035093,2023-09-24,0,kehrer,,Capricorn
angelo ogbonna,0,0,0.0,0,1035093,2023-09-24,0,ogbonna,,Capricorn
konstantinos mavropanos,0,0,0.0,0,1035093,2023-09-24,0,mavropanos,,Capricorn
maxwel cornet,0,0,0.0,0,1035093,2023-09-24,0,cornet,,Capricorn
saïd benrahma,0,0,0.0,0,1035093,2023-09-24,0,benrahma,,Capricorn
david raya,0,0,6.9,90,1035087,2023-09-24,0,raya,,Capricorn
benjamin white,0,0,6.9,90,1035087,2023-09-24,0,white,,Capricorn
william saliba,0,0,6.9,90,1035087,2023-09-24,0,saliba,,Capricorn
gabriel magalhães,0,0,6.9,90,1035087,2023-09-24,0,magalhães,,Capricorn
oleksandr zinchenko,0,0,7.2,90,1035087,2023-09-24,1,zinchenko,,Capricorn
martin ødegaard,0,0,6.6,90,1035087,2023-09-24,0,ødegaard,,Capricorn
declan rice,0,0,6.9,45,1035087,2023-09-24,0,rice,,Capricorn
fábio vieira,0,0,6.5,45,1035087,2023-09-24,0,vieira,,Capricorn
bukayo saka,1,0,8.5,89,1035087,2023-09-24,1,saka,,Capricorn
edward nketiah,0,0,6.2,90,1035087,2023-09-24,0,nketiah,,Capricorn
gabriel jesus,0,0,7.0,77,1035087,2023-09-24,1,jesus,,Capricorn
jorginho,0,0,6.3,45,1035087,2023-09-24,0,jorginho,,Capricorn
kai havertz,0,0,6.6,45,1035087,2023-09-24,0,havertz,,Capricorn
reiss nelson,0,0,6.5,13,1035087,2023-09-24,0,nelson,,Capricorn
emile smith rowe,0,0,0.0,1,1035087,2023-09-24,0,rowe,,Capricorn
aaron ramsdale,0,0,0.0,0,1035087,2023-09-24,0,ramsdale,,Capricorn
takehiro tomiyasu,0,0,0.0,0,1035087,2023-09-24,0,tomiyasu,,Capricorn
cédric soares,0,0,0.0,0,1035087,2023-09-24,0,soares,,Capricorn
jakub kiwior,0,0,0.0,0,1035087,2023-09-24,0,kiwior,,Capricorn
mohamed elneny,0,0,0.0,0,1035087,2023-09-24,0,elneny,,Capricorn
guglielmo vicario,0,0,7.5,90,1035087,2023-09-24,1,vicario,,Capricorn
pedro porro,0,0,6.5,90,1035087,2023-09-24,0,porro,,Capricorn
cristian romero,0,0,6.5,90,1035087,2023-09-24,0,romero,,Capricorn
micky van de ven,0,0,6.7,90,1035087,2023-09-24,0,ven,,Capricorn
destiny udogie,0,0,6.2,90,1035087,2023-09-24,0,udogie,,Capricorn
pape matar sarr,0,0,6.6,90,1035087,2023-09-24,0,sarr,,Capricorn
yves bissouma,0,0,6.9,90,1035087,2023-09-24,0,bissouma,,Capricorn
dejan kulusevski,0,0,6.5,90,1035087,2023-09-24,0,kulusevski,,Capricorn
james maddison,0,2,7.6,78,1035087,2023-09-24,1,maddison,,Capricorn
brennan johnson,0,0,6.0,63,1035087,2023-09-24,0,johnson,,Capricorn
heung-min son,2,0,8.7,79,1035087,2023-09-24,1,son,,Capricorn
manor solomon,0,0,6.6,27,1035087,2023-09-24,0,solomon,,Capricorn
pierre-emile højbjerg,0,0,6.7,12,1035087,2023-09-24,0,højbjerg,,Capricorn
richarlison,0,0,6.7,11,1035087,2023-09-24,0,richarlison,,Capricorn
fraser forster,0,0,0.0,0,1035087,2023-09-24,0,forster,,Capricorn
eric dier,0,0,0.0,0,1035087,2023-09-24,0,dier,,Capricorn
ben davies,0,0,0.0,0,1035087,2023-09-24,0,davies,,Capricorn
oliver skipp,0,0,0.0,0,1035087,2023-09-24,0,skipp,,Capricorn
emerson royal,0,0,0.0,0,1035087,2023-09-24,0,royal,,Capricorn
alejo veliz,0,0,0.0,0,1035087,2023-09-24,0,veliz,,Capricorn
guglielmo vicario,0,0,6.9,90,1035104,2023-09-30,0,vicario,,Aries
pedro porro,0,0,8.5,90,1035104,2023-09-30,1,porro,,Aries
cristian romero,0,0,7.6,90,1035104,2023-09-30,1,romero,,Aries
micky van de ven,0,0,6.9,90,1035104,2023-09-30,0,ven,,Aries
destiny udogie,0,0,7.5,83,1035104,2023-09-30,1,udogie,,Aries
pape matar sarr,0,0,7.5,83,1035104,2023-09-30,1,sarr,,Aries
yves bissouma,0,0,7.7,89,1035104,2023-09-30,1,bissouma,,Aries
dejan kulusevski,0,0,7.9,90,1035104,2023-09-30,1,kulusevski,,Aries
james maddison,0,0,8.0,89,1035104,2023-09-30,1,maddison,,Aries
richarlison,0,1,7.9,90,1035104,2023-09-30,1,richarlison,,Aries
heung-min son,1,0,7.2,69,1035104,2023-09-30,1,son,,Aries
manor solomon,0,0,7.3,21,1035104,2023-09-30,1,solomon,,Aries
ben davies,0,0,6.9,15,1035104,2023-09-30,0,davies,,Aries
oliver skipp,0,0,6.5,15,1035104,2023-09-30,0,skipp,,Aries
pierre-emile højbjerg,0,0,6.6,8,1035104,2023-09-30,0,højbjerg,,Aries
alejo veliz,0,0,6.3,8,1035104,2023-09-30,0,veliz,,Aries
fraser forster,0,0,0.0,0,1035104,2023-09-30,0,forster,,Aries
ashley phillips,0,0,0.0,0,1035104,2023-09-30,0,phillips,,Aries
emerson royal,0,0,0.0,0,1035104,2023-09-30,0,royal,,Aries
jamie donley,0,0,0.0,0,1035104,2023-09-30,0,donley,,Aries
alisson,0,0,8.2,90,1035104,2023-09-30,1,alisson,,Aries
joe gomez,0,0,6.9,73,1035104,2023-09-30,0,gomez,,Aries
joël matip,0,0,6.6,90,1035104,2023-09-30,0,matip,,Aries
virgil van dijk,0,1,8.5,90,1035104,2023-09-30,1,dijk,,Aries
andrew robertson,0,0,7.0,90,1035104,2023-09-30,1,robertson,,Aries
dominik szoboszlai,0,0,7.0,90,1035104,2023-09-30,1,szoboszlai,,Aries
alexis mac allister,0,0,6.3,80,1035104,2023-09-30,0,allister,,Aries
curtis jones,0,0,4.6,26,1035104,2023-09-30,0,jones,,Aries
mohamed salah,0,0,6.6,74,1035104,2023-09-30,0,salah,,Aries
cody gakpo,1,0,7.3,45,1035104,2023-09-30,1,gakpo,,Aries
luis díaz,0,0,6.2,73,1035104,2023-09-30,0,díaz,,Aries
diogo jota,0,0,5.2,24,1035104,2023-09-30,0,jota,,Aries
wataru endo,0,0,6.2,17,1035104,2023-09-30,0,endo,,Aries
ibrahima konaté,0,0,6.5,17,1035104,2023-09-30,0,konaté,,Aries
trent alexander-arnold,0,0,6.0,16,1035104,2023-09-30,0,alexander-arnold,,Aries
ryan gravenberch,0,0,6.3,10,1035104,2023-09-30,0,gravenberch,,Aries
caoimhin kelleher,0,0,0.0,0,1035104,2023-09-30,0,kelleher,,Aries
konstantinos tsimikas,0,0,0.0,0,1035104,2023-09-30,0,tsimikas,,Aries
harvey elliott,0,0,0.0,0,1035104,2023-09-30,0,elliott,,Aries
darwin núñez,0,0,0.0,0,1035104,2023-09-30,0,núñez,,Aries
matt turner,0,0,7.0,90,1035103,2023-10-01,1,turner,,Aries
serge aurier,0,0,6.6,90,1035103,2023-10-01,0,aurier,,Aries
willy boly,0,0,7.7,90,1035103,2023-10-01,1,boly,,Aries
murillo,0,0,7.7,90,1035103,2023-10-01,1,murillo,,Aries
moussa niakhaté,0,0,6.0,56,1035103,2023-10-01,0,niakhaté,,Aries
ibrahim sangaré,0,0,7.2,77,1035103,2023-10-01,1,sangaré,,Aries
orel mangala,0,0,7.2,90,1035103,2023-10-01,1,mangala,,Aries
nicolás domínguez,1,0,7.9,80,1035103,2023-10-01,1,domínguez,,Aries
anthony elanga,0,0,6.9,61,1035103,2023-10-01,0,elanga,,Aries
taiwo awoniyi,0,0,6.9,81,1035103,2023-10-01,0,awoniyi,,Aries
callum hudson-odoi,0,0,6.9,60,1035103,2023-10-01,0,hudson-odoi,,Aries
harry toffolo,0,1,7.0,30,1035103,2023-10-01,1,toffolo,,Aries
morgan gibbs-white,0,0,7.3,29,1035103,2023-10-01,1,gibbs-white,,Aries
cheikhou kouyaté,0,0,6.2,13,1035103,2023-10-01,0,kouyaté,,Aries
divock origi,0,0,6.9,10,1035103,2023-10-01,0,origi,,Aries
chris wood,0,0,5.9,9,1035103,2023-10-01,0,wood,,Aries
odysseas vlachodimos,0,0,0.0,0,1035103,2023-10-01,0,vlachodimos,,Aries
gonzalo montiel,0,0,0.0,0,1035103,2023-10-01,0,montiel,,Aries
joe worrall,0,0,0.0,0,1035103,2023-10-01,0,worrall,,Aries
andrey santos,0,0,0.0,0,1035103,2023-10-01,0,santos,,Aries
mark flekken,0,0,6.5,90,1035103,2023-10-01,0,flekken,,Aries
kristoffer ajer,0,0,6.9,89,1035103,2023-10-01,0,ajer,,Aries
nathan collins,0,0,7.0,90,1035103,2023-10-01,1,collins,,Aries
ethan pinnock,0,0,7.5,90,1035103,2023-10-01,1,pinnock,,Aries
aaron hickey,0,0,6.2,69,1035103,2023-10-01,0,hickey,,Aries
mathias jensen,0,1,7.2,69,1035103,2023-10-01,1,jensen,,Aries
christian nørgaard,1,0,7.3,90,1035103,2023-10-01,1,nørgaard,,Aries
vitaly janelt,0,0,7.2,89,1035103,2023-10-01,1,janelt,,Aries
bryan mbeumo,0,0,7.6,90,1035103,2023-10-01,1,mbeumo,,Aries
yoane wissa,0,0,6.7,90,1035103,2023-10-01,0,wissa,,Aries
keane lewis-potter,0,0,6.9,75,1035103,2023-10-01,0,lewis-potter,,Aries
frank onyeka,0,0,7.2,21,1035103,2023-10-01,1,onyeka,,Aries
saman ghoddos,0,0,6.9,21,1035103,2023-10-01,0,ghoddos,,Aries
neal maupay,0,0,6.6,15,1035103,2023-10-01,0,maupay,,Aries
mads roerslev,0,0,6.9,15,1035103,2023-10-01,0,roerslev,,Aries
michael olakigbe,0,0,6.7,15,1035103,2023-10-01,0,olakigbe,,Aries
thomas strakosha,0,0,0.0,0,1035103,2023-10-01,0,strakosha,,Aries
zanka,0,0,0.0,0,1035103,2023-10-01,0,zanka,,Aries
ethan brierley,0,0,0.0,0,1035103,2023-10-01,0,brierley,,Aries
yehor yarmoliuk,0,0,0.0,0,1035103,2023-10-01,0,yarmoliuk,,Aries
bernd leno,0,0,7.0,90,1035100,2023-10-02,1,leno,,Taurus
timothy castagne,0,0,6.3,90,1035100,2023-10-02,0,castagne,,Taurus
issa diop,0,0,6.6,90,1035100,2023-10-02,0,diop,,Taurus
tim ream,0,0,6.2,90,1035100,2023-10-02,0,ream,,Taurus
antonee robinson,0,0,7.2,90,1035100,2023-10-02,1,robinson,,Taurus
harrison reed,0,0,6.3,65,1035100,2023-10-02,0,reed,,Taurus
joão palhinha,0,0,6.9,90,1035100,2023-10-02,0,palhinha,,Taurus
andreas pereira,0,0,6.6,75,1035100,2023-10-02,0,pereira,,Taurus
harry wilson,0,0,6.7,54,1035100,2023-10-02,0,wilson,,Taurus
raúl jiménez,0,0,6.6,53,1035100,2023-10-02,0,jiménez,,Taurus
willian,0,0,6.9,90,1035100,2023-10-02,0,willian,,Taurus
carlos vinícius,0,0,6.9,37,1035100,2023-10-02,0,vinícius,,Taurus
alex iwobi,0,0,6.9,36,1035100,2023-10-02,0,iwobi,,Taurus
tom cairney,0,0,7.3,25,1035100,2023-10-02,1,cairney,,Taurus
saša lukić,0,0,6.3,15,1035100,2023-10-02,0,lukić,,Taurus
marek rodák,0,0,0.0,0,1035100,2023-10-02,0,rodák,,Taurus
fodé ballo-touré,0,0,0.0,0,1035100,2023-10-02,0,ballo-touré,,Taurus
calvin bassey,0,0,0.0,0,1035100,2023-10-02,0,bassey,,Taurus
bobby decordova-reid,0,0,0.0,0,1035100,2023-10-02,0,decordova-reid,,Taurus
rodrigo muniz,0,0,0.0,0,1035100,2023-10-02,0,muniz,,Taurus
robert sánchez,0,0,7.7,90,1035100,2023-10-02,1,sánchez,,Taurus
marc cucurella,0,0,7.3,90,1035100,2023-10-02,1,cucurella,,Taurus
axel disasi,0,0,7.0,90,1035100,2023-10-02,1,disasi,,Taurus
thiago silva,0,0,7.2,90,1035100,2023-10-02,1,silva,,Taurus
levi colwill,0,1,7.9,90,1035100,2023-10-02,1,colwill,,Taurus
conor gallagher,0,0,7.3,90,1035100,2023-10-02,1,gallagher,,Taurus
moisés caicedo,0,0,7.3,89,1035100,2023-10-02,1,caicedo,,Taurus
enzo fernández,0,0,7.5,89,1035100,2023-10-02,1,fernández,,Taurus
cole palmer,0,0,7.3,78,1035100,2023-10-02,1,palmer,,Taurus
armando broja,1,0,7.3,65,1035100,2023-10-02,1,broja,,Taurus
mykhaylo mudryk,1,0,7.2,45,1035100,2023-10-02,1,mudryk,,Taurus
ian maatsen,0,0,6.9,45,1035100,2023-10-02,0,maatsen,,Taurus
raheem sterling,0,0,6.5,25,1035100,2023-10-02,0,sterling,,Taurus
lesley ugochukwu,0,0,6.3,12,1035100,2023-10-02,0,ugochukwu,,Taurus
noni madueke,0,0,0.0,1,1035100,2023-10-02,0,madueke,,Taurus
alex matos,0,0,0.0,1,1035100,2023-10-02,0,matos,,Taurus
đorđe petrović,0,0,0.0,0,1035100,2023-10-02,0,petrović,,Taurus
alfie gilchrist,0,0,0.0,0,1035100,2023-10-02,0,gilchrist,,Taurus
josh brooking,0,0,0.0,0,1035100,2023-10-02,0,brooking,,Taurus
deivid washington,0,0,0.0,0,1035100,2023-10-02,0,washington,,Taurus
andré onana,0,0,7.9,90,1035134,2023-10-29,1,onana,,Taurus
diogo dalot,0,0,6.2,90,1035134,2023-10-29,0,dalot,,Taurus
harry maguire,0,0,6.7,90,1035134,2023-10-29,0,maguire,,Taurus
jonny evans,0,0,6.2,90,1035134,2023-10-29,0,evans,,Taurus
victor lindelöf,0,0,6.7,73,1035134,2023-10-29,0,lindelöf,,Taurus
christian eriksen,0,0,6.9,86,1035134,2023-10-29,0,eriksen,,Taurus
sofyan amrabat,0,0,6.3,45,1035134,2023-10-29,0,amrabat,,Taurus
bruno fernandes,0,0,6.9,90,1035134,2023-10-29,0,fernandes,,Taurus
scott mctominay,0,0,7.2,90,1035134,2023-10-29,1,mctominay,,Taurus
marcus rashford,0,0,5.9,86,1035134,2023-10-29,0,rashford,,Taurus
rasmus højlund,0,0,6.6,73,1035134,2023-10-29,0,højlund,,Taurus
mason mount,0,0,6.7,45,1035134,2023-10-29,0,mount,,Taurus
sergio reguilón,0,0,6.3,17,1035134,2023-10-29,0,reguilón,,Taurus
alejandro garnacho,0,0,6.3,17,1035134,2023-10-29,0,garnacho,,Taurus
antony,0,0,6.5,10,1035134,2023-10-29,0,antony,,Taurus
anthony martial,0,0,6.3,10,1035134,2023-10-29,0,martial,,Taurus
altay bayındır,0,0,0.0,0,1035134,2023-10-29,0,bayındır,,Taurus
raphaël varane,0,0,0.0,0,1035134,2023-10-29,0,varane,,Taurus
hannibal mejbri,0,0,0.0,0,1035134,2023-10-29,0,mejbri,,Taurus
kobbie mainoo,0,0,0.0,0,1035134,2023-10-29,0,mainoo,,Taurus
ederson,0,0,7.3,90,1035134,2023-10-29,1,ederson,,Taurus
kyle walker,0,0,8.5,90,1035134,2023-10-29,1,walker,,Taurus
rúben dias,0,0,7.3,90,1035134,2023-10-29,1,dias,,Taurus
john stones,0,0,7.2,90,1035134,2023-10-29,1,stones,,Taurus
joško gvardiol,0,0,7.0,90,1035134,2023-10-29,1,gvardiol,,Taurus
rodri,0,0,8.5,90,1035134,2023-10-29,1,rodri,,Taurus
bernardo silva,0,1,8.3,90,1035134,2023-10-29,1,silva,,Taurus
phil foden,1,0,7.7,90,1035134,2023-10-29,1,foden,,Taurus
julián álvarez,0,0,7.2,87,1035134,2023-10-29,1,álvarez,,Taurus
jack grealish,0,0,8.2,87,1035134,2023-10-29,1,grealish,,Taurus
erling haaland,2,1,8.5,90,1035134,2023-10-29,1,haaland,,Taurus
mateo kovačić,0,0,6.7,9,1035134,2023-10-29,0,kovačić,,Taurus
jérémy doku,0,0,6.9,9,1035134,2023-10-29,0,doku,,Taurus
stefan ortega,0,0,0.0,0,1035134,2023-10-29,0,ortega,,Taurus
rico lewis,0,0,0.0,0,1035134,2023-10-29,0,lewis,,Taurus
