player,goals,assists,rating,minutes,match_id,date,performed,surname,Unnamed: 9,moon_sign
christian nørgaard,1,0,7.7,85,1035413,2024-02-10,1,nørgaard,,Aquarius
vitaly janelt,0,1,7.2,85,1035413,2024-02-10,1,janelt,,Aquarius
sergio reguilón,0,1,7.9,90,1035413,2024-02-10,1,reguilón,,Aquarius
ivan toney,1,0,7.5,90,1035413,2024-02-10,1,toney,,Aquarius
neal maupay,0,0,6.6,76,1035413,2024-02-10,0,maupay,,Aquarius
yehor yarmoliuk,0,0,6.3,21,1035413,2024-02-10,0,yarmoliuk,,Aquarius
keane lewis-potter,0,0,6.2,14,1035413,2024-02-10,0,lewis-potter,,Aquarius
kristoffer ajer,0,0,6.6,13,1035413,2024-02-10,0,ajer,,Aquarius
shandon baptiste,0,0,6.2,13,1035413,2024-02-10,0,baptiste,,Aquarius
thomas strakosha,0,0,0.0,0,1035413,2024-02-10,0,strakosha,,Aquarius
zanka,0,0,0.0,0,1035413,2024-02-10,0,zanka,,Aquarius
ethan brierley,0,0,0.0,0,1035413,2024-02-10,0,brierley,,Aquarius
saman ghoddos,0,0,0.0,0,1035413,2024-02-10,0,ghoddos,,Aquarius
mikkel damsgaard,0,0,0.0,0,1035413,2024-02-10,0,damsgaard,,Aquarius
thomas kaminski,0,0,7.6,90,1035298,2023-11-25,1,kaminski,,Taurus
teden mengi,1,0,7.6,90,1035298,2023-11-25,1,mengi,,Taurus
tom lockyer,0,0,7.7,90,1035298,2023-11-25,1,lockyer,,Taurus
gabriel osho,0,0,6.9,90,1035298,2023-11-25,0,osho,,Taurus
alfie doughty,0,0,7.2,79,1035298,2023-11-25,1,doughty,,Taurus
pelly ruddock mpanzu,0,0,6.6,61,1035298,2023-11-25,0,mpanzu,,Taurus
ross barkley,0,0,6.9,90,1035298,2023-11-25,0,barkley,,Taurus
amari'i bell,0,0,7.0,90,1035298,2023-11-25,1,bell,,Taurus
andros townsend,0,0,6.6,61,1035298,2023-11-25,0,townsend,,Taurus
chiedozie ogbene,0,1,7.2,90,1035298,2023-11-25,1,ogbene,,Taurus
carlton morris,0,1,6.9,74,1035298,2023-11-25,1,morris,,Taurus
jordan clark,0,0,6.3,29,1035298,2023-11-25,0,clark,,Taurus
tahith chong,0,0,6.3,29,1035298,2023-11-25,0,chong,,Taurus
elijah adebayo,0,0,6.3,16,1035298,2023-11-25,0,adebayo,,Taurus
jacob brown,1,0,7.2,11,1035298,2023-11-25,1,brown,,Taurus
tim krul,0,0,0.0,0,1035298,2023-11-25,0,krul,,Taurus
ryan giles,0,0,0.0,0,1035298,2023-11-25,0,giles,,Taurus
luke berry,0,0,0.0,0,1035298,2023-11-25,0,berry,,Taurus
zack nelson,0,0,0.0,0,1035298,2023-11-25,0,nelson,,Taurus
jayden luker,0,0,0.0,0,1035298,2023-11-25,0,luker,,Taurus
sam johnstone,0,0,6.3,90,1035298,2023-11-25,0,johnstone,,Taurus
joel ward,0,1,6.9,90,1035298,2023-11-25,1,ward,,Taurus
joachim andersen,0,0,6.3,90,1035298,2023-11-25,0,andersen,,Taurus
marc guéhi,0,0,6.7,90,1035298,2023-11-25,0,guéhi,,Taurus
tyrick mitchell,0,0,6.9,90,1035298,2023-11-25,0,mitchell,,Taurus
cheick doucouré,0,0,7.3,54,1035298,2023-11-25,1,doucouré,,Taurus
jefferson lerma,0,0,6.9,90,1035298,2023-11-25,0,lerma,,Taurus
michael olise,1,0,8.7,90,1035298,2023-11-25,1,olise,,Taurus
eberechi eze,0,0,7.3,49,1035298,2023-11-25,1,eze,,Taurus
jeffrey schlupp,0,0,6.5,80,1035298,2023-11-25,0,schlupp,,Taurus
odsonne édouard,0,0,6.6,80,1035298,2023-11-25,0,édouard,,Taurus
jordan ayew,0,0,6.7,41,1035298,2023-11-25,0,ayew,,Taurus
will hughes,0,0,6.3,36,1035298,2023-11-25,0,hughes,,Taurus
naouirou ahamada,0,0,6.2,10,1035298,2023-11-25,0,ahamada,,Taurus
jean-philippe mateta,0,0,7.5,10,1035298,2023-11-25,1,mateta,,Taurus
remi matthews,0,0,0.0,0,1035298,2023-11-25,0,matthews,,Taurus
rob holding,0,0,0.0,0,1035298,2023-11-25,0,holding,,Taurus
nathaniel clyne,0,0,0.0,0,1035298,2023-11-25,0,clyne,,Taurus
chris richards,0,0,0.0,0,1035298,2023-11-25,0,richards,,Taurus
matheus frança,0,0,0.0,0,1035298,2023-11-25,0,frança,,Taurus
mark flekken,0,0,7.0,90,1035294,2023-11-25,1,flekken,,Taurus
saman ghoddos,0,0,6.6,89,1035294,2023-11-25,0,ghoddos,,Taurus
kristoffer ajer,0,0,6.3,90,1035294,2023-11-25,0,ajer,,Taurus
ethan pinnock,0,0,7.2,90,1035294,2023-11-25,1,pinnock,,Taurus
ben mee,0,0,7.3,90,1035294,2023-11-25,1,mee,,Taurus
vitaly janelt,0,0,7.3,90,1035294,2023-11-25,1,janelt,,Taurus
frank onyeka,0,0,6.9,89,1035294,2023-11-25,0,onyeka,,Taurus
christian nørgaard,0,0,7.2,90,1035294,2023-11-25,1,nørgaard,,Taurus
yehor yarmoliuk,0,0,6.9,72,1035294,2023-11-25,0,yarmoliuk,,Taurus
bryan mbeumo,0,0,6.6,90,1035294,2023-11-25,0,mbeumo,,Taurus
yoane wissa,0,0,6.7,72,1035294,2023-11-25,0,wissa,,Taurus
shandon baptiste,0,0,6.2,18,1035294,2023-11-25,0,baptiste,,Taurus
neal maupay,0,0,6.5,18,1035294,2023-11-25,0,maupay,,Taurus
zanka,0,0,0.0,1,1035294,2023-11-25,0,zanka,,Taurus
keane lewis-potter,0,0,0.0,1,1035294,2023-11-25,0,lewis-potter,,Taurus
thomas strakosha,0,0,0.0,0,1035294,2023-11-25,0,strakosha,,Taurus
charlie goode,0,0,0.0,0,1035294,2023-11-25,0,goode,,Taurus
myles peart-harris,0,0,0.0,0,1035294,2023-11-25,0,peart-harris,,Taurus
ethan brierley,0,0,0.0,0,1035294,2023-11-25,0,brierley,,Taurus
michael olakigbe,0,0,0.0,0,1035294,2023-11-25,0,olakigbe,,Taurus
aaron ramsdale,0,0,6.6,90,1035294,2023-11-25,0,ramsdale,,Taurus
takehiro tomiyasu,0,0,7.2,90,1035294,2023-11-25,1,tomiyasu,,Taurus
william saliba,0,0,7.0,90,1035294,2023-11-25,1,saliba,,Taurus
gabriel magalhães,0,0,7.5,90,1035294,2023-11-25,1,magalhães,,Taurus
oleksandr zinchenko,0,0,8.3,90,1035294,2023-11-25,1,zinchenko,,Taurus
martin ødegaard,0,0,7.3,89,1035294,2023-11-25,1,ødegaard,,Taurus
declan rice,0,0,7.9,90,1035294,2023-11-25,1,rice,,Taurus
leandro trossard,0,0,6.6,90,1035294,2023-11-25,0,trossard,,Taurus
bukayo saka,0,1,7.9,89,1035294,2023-11-25,1,saka,,Taurus
gabriel jesus,0,0,6.9,66,1035294,2023-11-25,0,jesus,,Taurus
gabriel martinelli,0,0,7.0,79,1035294,2023-11-25,1,martinelli,,Taurus
edward nketiah,0,0,6.6,24,1035294,2023-11-25,0,nketiah,,Taurus
kai havertz,1,0,7.5,11,1035294,2023-11-25,1,havertz,,Taurus
benjamin white,0,0,0.0,1,1035294,2023-11-25,0,white,,Taurus
jorginho,0,0,0.0,1,1035294,2023-11-25,0,jorginho,,Taurus
karl hein,0,0,0.0,0,1035294,2023-11-25,0,hein,,Taurus
cédric soares,0,0,0.0,0,1035294,2023-11-25,0,soares,,Taurus
jakub kiwior,0,0,0.0,0,1035294,2023-11-25,0,kiwior,,Taurus
mohamed elneny,0,0,0.0,0,1035294,2023-11-25,0,elneny,,Taurus
reiss nelson,0,0,0.0,0,1035294,2023-11-25,0,nelson,,Taurus
guglielmo vicario,0,0,6.6,90,1035303,2023-11-26,0,vicario,,Taurus
pedro porro,0,1,8.5,90,1035303,2023-11-26,1,porro,,Taurus
emerson royal,0,0,6.7,90,1035303,2023-11-26,0,royal,,Taurus
ben davies,0,0,6.9,90,1035303,2023-11-26,0,davies,,Taurus
destiny udogie,0,0,6.9,90,1035303,2023-11-26,0,udogie,,Taurus
rodrigo bentancur,0,0,7.2,32,1035303,2023-11-26,1,bentancur,,Taurus
giovani lo celso,1,0,7.9,86,1035303,2023-11-26,1,celso,,Taurus
brennan johnson,0,0,6.6,90,1035303,2023-11-26,0,johnson,,Taurus
dejan kulusevski,0,0,7.5,90,1035303,2023-11-26,1,kulusevski,,Taurus
bryan gil,0,0,7.2,71,1035303,2023-11-26,1,gil,,Taurus
heung-min son,0,0,7.6,90,1035303,2023-11-26,1,son,,Taurus
pierre-emile højbjerg,0,0,7.2,58,1035303,2023-11-26,1,højbjerg,,Taurus
oliver skipp,0,0,6.9,19,1035303,2023-11-26,0,skipp,,Taurus
alejo veliz,0,0,6.6,12,1035303,2023-11-26,0,veliz,,Taurus
fraser forster,0,0,0.0,0,1035303,2023-11-26,0,forster,,Taurus
brandon austin,0,0,0.0,0,1035303,2023-11-26,0,austin,,Taurus
alfie dorrington,0,0,0.0,0,1035303,2023-11-26,0,dorrington,,Taurus
eric dier,0,0,0.0,0,1035303,2023-11-26,0,dier,,Taurus
jamie donley,0,0,0.0,0,1035303,2023-11-26,0,donley,,Taurus
emiliano martínez,0,0,8.3,90,1035303,2023-11-26,1,martínez,,Taurus
ezri konsa,0,0,6.7,90,1035303,2023-11-26,0,konsa,,Taurus
diego carlos,0,0,6.9,90,1035303,2023-11-26,0,carlos,,Taurus
pau torres,1,0,8.2,90,1035303,2023-11-26,1,torres,,Taurus
lucas digne,0,0,7.3,90,1035303,2023-11-26,1,digne,,Taurus
matty cash,0,0,6.3,45,1035303,2023-11-26,0,cash,,Taurus
boubacar kamara,0,0,7.2,90,1035303,2023-11-26,1,kamara,,Taurus
douglas luiz,0,1,7.9,90,1035303,2023-11-26,1,luiz,,Taurus
john mcginn,0,0,7.3,89,1035303,2023-11-26,1,mcginn,,Taurus
moussa diaby,0,0,6.3,45,1035303,2023-11-26,0,diaby,,Taurus
ollie watkins,1,0,7.2,89,1035303,2023-11-26,1,watkins,,Taurus
youri tielemans,0,1,6.9,45,1035303,2023-11-26,1,tielemans,,Taurus
leon bailey,0,0,6.9,45,1035303,2023-11-26,0,bailey,,Taurus
jacob ramsey,0,0,0.0,1,1035303,2023-11-26,0,ramsey,,Taurus
jhon durán,0,0,0.0,1,1035303,2023-11-26,0,durán,,Taurus
robin olsen,0,0,0.0,0,1035303,2023-11-26,0,olsen,,Taurus
clément lenglet,0,0,0.0,0,1035303,2023-11-26,0,lenglet,,Taurus
álex moreno,0,0,0.0,0,1035303,2023-11-26,0,moreno,,Taurus
tim iroegbunam,0,0,0.0,0,1035303,2023-11-26,0,iroegbunam,,Taurus
leander dendoncker,0,0,0.0,0,1035303,2023-11-26,0,dendoncker,,Taurus
jordan pickford,0,0,6.3,90,1035296,2023-11-26,0,pickford,,Taurus
ashley young,0,0,6.2,73,1035296,2023-11-26,0,young,,Taurus
james tarkowski,0,0,6.3,90,1035296,2023-11-26,0,tarkowski,,Taurus
jarrad branthwaite,0,0,6.6,90,1035296,2023-11-26,0,branthwaite,,Taurus
vitaliy mykolenko,0,0,6.5,90,1035296,2023-11-26,0,mykolenko,,Taurus
jack harrison,0,0,6.5,90,1035296,2023-11-26,0,harrison,,Taurus
james garner,0,0,7.0,90,1035296,2023-11-26,1,garner,,Taurus
idrissa gueye,0,0,7.2,90,1035296,2023-11-26,1,gueye,,Taurus
dwight mcneil,0,0,6.7,73,1035296,2023-11-26,0,mcneil,,Taurus
abdoulaye doucouré,0,0,6.7,89,1035296,2023-11-26,0,doucouré,,Taurus
dominic calvert-lewin,0,0,6.3,82,1035296,2023-11-26,0,calvert-lewin,,Taurus
nathan patterson,0,0,6.2,17,1035296,2023-11-26,0,patterson,,Taurus
arnaut danjuma,0,0,6.5,17,1035296,2023-11-26,0,danjuma,,Taurus
youssef chermiti,0,0,7.2,8,1035296,2023-11-26,1,chermiti,,Taurus
lewis dobbin,0,0,0.0,1,1035296,2023-11-26,0,dobbin,,Taurus
joão virgínia,0,0,0.0,0,1035296,2023-11-26,0,virgínia,,Taurus
séamus coleman,0,0,0.0,0,1035296,2023-11-26,0,coleman,,Taurus
michael keane,0,0,0.0,0,1035296,2023-11-26,0,keane,,Taurus
ben godfrey,0,0,0.0,0,1035296,2023-11-26,0,godfrey,,Taurus
mackenzie hunt,0,0,0.0,0,1035296,2023-11-26,0,hunt,,Taurus
andré onana,0,0,8.6,90,1035296,2023-11-26,1,onana,,Taurus
diogo dalot,0,1,7.9,90,1035296,2023-11-26,1,dalot,,Taurus
harry maguire,0,0,7.2,90,1035296,2023-11-26,1,maguire,,Taurus
victor lindelöf,0,0,7.6,90,1035296,2023-11-26,1,lindelöf,,Taurus
luke shaw,0,0,6.9,76,1035296,2023-11-26,0,shaw,,Taurus
scott mctominay,0,0,6.6,90,1035296,2023-11-26,0,mctominay,,Taurus
kobbie mainoo,0,0,7.3,72,1035296,2023-11-26,1,mainoo,,Taurus
marcus rashford,1,0,7.2,90,1035296,2023-11-26,1,rashford,,Taurus
bruno fernandes,0,1,8.0,90,1035296,2023-11-26,1,fernandes,,Taurus
alejandro garnacho,1,0,7.3,72,1035296,2023-11-26,1,garnacho,,Taurus
anthony martial,1,0,7.6,84,1035296,2023-11-26,1,martial,,Taurus
sofyan amrabat,0,0,6.7,18,1035296,2023-11-26,0,amrabat,,Taurus
facundo pellistri,0,0,7.2,18,1035296,2023-11-26,1,pellistri,,Taurus
aaron wan-bissaka,0,0,7.0,14,1035296,2023-11-26,1,wan-bissaka,,Taurus
hannibal mejbri,0,0,6.7,13,1035296,2023-11-26,0,mejbri,,Taurus
altay bayındır,0,0,0.0,0,1035296,2023-11-26,0,bayındır,,Taurus
raphaël varane,0,0,0.0,0,1035296,2023-11-26,0,varane,,Taurus
sergio reguilón,0,0,0.0,0,1035296,2023-11-26,0,reguilón,,Taurus
donny van de beek,0,0,0.0,0,1035296,2023-11-26,0,beek,,Taurus
joe hugill,0,0,0.0,0,1035296,2023-11-26,0,hugill,,Taurus
bernd leno,0,0,7.5,90,1035297,2023-11-27,1,leno,,Taurus
timothy castagne,0,0,7.2,90,1035297,2023-11-27,1,castagne,,Taurus
calvin bassey,0,0,6.7,90,1035297,2023-11-27,0,bassey,,Taurus
tim ream,0,0,6.3,90,1035297,2023-11-27,0,ream,,Taurus
antonee robinson,0,1,7.2,90,1035297,2023-11-27,1,robinson,,Taurus
harrison reed,0,0,6.9,90,1035297,2023-11-27,0,reed,,Taurus
tom cairney,0,0,7.6,89,1035297,2023-11-27,1,cairney,,Taurus
alex iwobi,1,0,8.0,90,1035297,2023-11-27,1,iwobi,,Taurus
andreas pereira,0,0,6.6,76,1035297,2023-11-27,0,pereira,,Taurus
willian,2,0,8.7,89,1035297,2023-11-27,1,willian,,Taurus
raúl jiménez,0,0,6.6,76,1035297,2023-11-27,0,jiménez,,Taurus
harry wilson,0,0,7.2,14,1035297,2023-11-27,1,wilson,,Taurus
carlos vinícius,0,0,6.5,14,1035297,2023-11-27,0,vinícius,,Taurus
tosin adarabioyo,0,0,0.0,1,1035297,2023-11-27,0,adarabioyo,,Taurus
saša lukić,0,0,0.0,1,1035297,2023-11-27,0,lukić,,Taurus
marek rodák,0,0,0.0,0,1035297,2023-11-27,0,rodák,,Taurus
kenny tete,0,0,0.0,0,1035297,2023-11-27,0,tete,,Taurus
fodé ballo-touré,0,0,0.0,0,1035297,2023-11-27,0,ballo-touré,,Taurus
luke harris,0,0,0.0,0,1035297,2023-11-27,0,harris,,Taurus
bobby decordova-reid,0,0,0.0,0,1035297,2023-11-27,0,decordova-reid,,Taurus
josé sá,0,0,6.9,90,1035297,2023-11-27,0,sá,,Taurus
santiago bueno,0,0,6.7,90,1035297,2023-11-27,0,bueno,,Taurus
max kilman,0,0,6.5,90,1035297,2023-11-27,0,kilman,,Taurus
toti gomes,0,0,6.3,90,1035297,2023-11-27,0,gomes,,Taurus
nélson semedo,0,0,5.9,90,1035297,2023-11-27,0,semedo,,Taurus
jean-ricner bellegarde,0,1,7.3,62,1035297,2023-11-27,1,bellegarde,,Taurus
mario lemina,0,0,6.7,90,1035297,2023-11-27,0,lemina,,Taurus
joão gomes,0,0,6.7,90,1035297,2023-11-27,0,gomes,,Taurus
rayan aït nouri,0,0,6.3,19,1035297,2023-11-27,0,nouri,,Taurus
hee-chan hwang,1,0,7.7,90,1035297,2023-11-27,1,hwang,,Taurus
matheus cunha,1,0,7.3,83,1035297,2023-11-27,1,cunha,,Taurus
matt doherty,0,0,6.7,71,1035297,2023-11-27,0,doherty,,Taurus
saša kalajdžić,0,0,6.7,28,1035297,2023-11-27,0,kalajdžić,,Taurus
tommy doyle,0,0,6.5,19,1035297,2023-11-27,0,doyle,,Taurus
daniel bentley,0,0,0.0,0,1035297,2023-11-27,0,bentley,,Taurus
jonny otto,0,0,0.0,0,1035297,2023-11-27,0,otto,,Taurus
hugo bueno,0,0,0.0,0,1035297,2023-11-27,0,bueno,,Taurus
pablo sarabia,0,0,0.0,0,1035297,2023-11-27,0,sarabia,,Taurus
boubacar traoré,0,0,0.0,0,1035297,2023-11-27,0,traoré,,Taurus
fábio silva,0,0,0.0,0,1035297,2023-11-27,0,silva,,Taurus
david raya,0,0,6.6,90,1035305,2023-12-02,0,raya,,Leo
takehiro tomiyasu,0,1,7.5,79,1035305,2023-12-02,1,tomiyasu,,Leo
william saliba,0,0,6.7,90,1035305,2023-12-02,0,saliba,,Leo
gabriel magalhães,0,0,7.3,90,1035305,2023-12-02,1,magalhães,,Leo
oleksandr zinchenko,0,1,6.9,90,1035305,2023-12-02,1,zinchenko,,Leo
martin ødegaard,1,0,9.3,89,1035305,2023-12-02,1,ødegaard,,Leo
declan rice,0,0,7.2,90,1035305,2023-12-02,1,rice,,Leo
leandro trossard,0,0,6.6,90,1035305,2023-12-02,0,trossard,,Leo
bukayo saka,1,0,8.3,89,1035305,2023-12-02,1,saka,,Leo
gabriel jesus,0,0,6.3,67,1035305,2023-12-02,0,jesus,,Leo
gabriel martinelli,0,0,7.0,78,1035305,2023-12-02,1,martinelli,,Leo
edward nketiah,0,0,6.3,23,1035305,2023-12-02,0,nketiah,,Leo
kai havertz,0,0,6.3,12,1035305,2023-12-02,0,havertz,,Leo
benjamin white,0,0,6.2,11,1035305,2023-12-02,0,white,,Leo
jakub kiwior,0,0,0.0,1,1035305,2023-12-02,0,kiwior,,Leo
jorginho,0,0,0.0,1,1035305,2023-12-02,0,jorginho,,Leo
aaron ramsdale,0,0,0.0,0,1035305,2023-12-02,0,ramsdale,,Leo
cédric soares,0,0,0.0,0,1035305,2023-12-02,0,soares,,Leo
mohamed elneny,0,0,0.0,0,1035305,2023-12-02,0,elneny,,Leo
reiss nelson,0,0,0.0,0,1035305,2023-12-02,0,nelson,,Leo
josé sá,0,0,6.3,23,1035305,2023-12-02,0,sá,,Leo
max kilman,0,0,6.5,90,1035305,2023-12-02,0,kilman,,Leo
craig dawson,0,0,6.3,90,1035305,2023-12-02,0,dawson,,Leo
toti gomes,0,0,6.7,90,1035305,2023-12-02,0,gomes,,Leo
nélson semedo,0,1,7.0,90,1035305,2023-12-02,1,semedo,,Leo
boubacar traoré,0,0,6.6,90,1035305,2023-12-02,0,traoré,,Leo
tommy doyle,0,0,7.2,89,1035305,2023-12-02,1,doyle,,Leo
jean-ricner bellegarde,0,0,6.3,63,1035305,2023-12-02,0,bellegarde,,Leo
hugo bueno,0,0,6.7,62,1035305,2023-12-02,0,bueno,,Leo
matheus cunha,1,0,7.3,90,1035305,2023-12-02,1,cunha,,Leo
hee-chan hwang,0,0,6.9,90,1035305,2023-12-02,0,hwang,,Leo
daniel bentley,0,0,7.5,67,1035305,2023-12-02,1,bentley,,Leo
matt doherty,0,0,6.9,28,1035305,2023-12-02,0,doherty,,Leo
pablo sarabia,0,0,6.6,27,1035305,2023-12-02,0,sarabia,,Leo
saša kalajdžić,0,0,0.0,1,1035305,2023-12-02,0,kalajdžić,,Leo
justin hubner,0,0,0.0,0,1035305,2023-12-02,0,hubner,,Leo
santiago bueno,0,0,0.0,0,1035305,2023-12-02,0,bueno,,Leo
matthew whittingham,0,0,0.0,0,1035305,2023-12-02,0,whittingham,,Leo
tawanda chirewa,0,0,0.0,0,1035305,2023-12-02,0,chirewa,,Leo
fábio silva,0,0,0.0,0,1035305,2023-12-02,0,silva,,Leo
ederson,0,0,6.3,90,1035310,2023-12-03,0,ederson,,Leo
kyle walker,0,0,6.9,90,1035310,2023-12-03,0,walker,,Leo
rúben dias,0,0,6.7,90,1035310,2023-12-03,0,dias,,Leo
joško gvardiol,0,0,6.9,87,1035310,2023-12-03,0,gvardiol,,Leo
rodri,0,0,7.3,90,1035310,2023-12-03,1,rodri,,Leo
manuel akanji,0,0,6.9,90,1035310,2023-12-03,0,akanji,,Leo
phil foden,1,0,7.3,73,1035310,2023-12-03,1,foden,,Leo
julián álvarez,0,1,8.2,87,1035310,2023-12-03,1,álvarez,,Leo
bernardo silva,0,0,7.3,90,1035310,2023-12-03,1,silva,,Leo
jérémy doku,0,0,7.3,52,1035310,2023-12-03,1,doku,,Leo
erling haaland,0,1,7.7,90,1035310,2023-12-03,1,haaland,,Leo
jack grealish,1,0,7.3,38,1035310,2023-12-03,1,grealish,,Leo
rico lewis,0,0,6.9,17,1035310,2023-12-03,0,lewis,,Leo
nathan aké,0,0,6.3,11,1035310,2023-12-03,0,aké,,Leo
mateo kovačić,0,0,6.5,11,1035310,2023-12-03,0,kovačić,,Leo
stefan ortega,0,0,0.0,0,1035310,2023-12-03,0,ortega,,Leo
john stones,0,0,0.0,0,1035310,2023-12-03,0,stones,,Leo
oscar bobb,0,0,0.0,0,1035310,2023-12-03,0,bobb,,Leo
kalvin phillips,0,0,0.0,0,1035310,2023-12-03,0,phillips,,Leo
sergio gómez,0,0,0.0,0,1035310,2023-12-03,0,gómez,,Leo
guglielmo vicario,0,0,6.0,90,1035310,2023-12-03,0,vicario,,Leo
pedro porro,0,0,6.6,90,1035310,2023-12-03,0,porro,,Leo
emerson royal,0,0,6.3,90,1035310,2023-12-03,0,royal,,Leo
ben davies,0,0,6.7,90,1035310,2023-12-03,0,davies,,Leo
destiny udogie,0,0,6.3,90,1035310,2023-12-03,0,udogie,,Leo
yves bissouma,0,0,5.5,87,1035310,2023-12-03,0,bissouma,,Leo
giovani lo celso,1,0,7.3,79,1035310,2023-12-03,1,celso,,Leo
brennan johnson,0,1,7.0,89,1035310,2023-12-03,1,johnson,,Leo
dejan kulusevski,1,1,7.9,90,1035310,2023-12-03,1,kulusevski,,Leo
bryan gil,0,0,6.5,45,1035310,2023-12-03,0,gil,,Leo
heung-min son,1,1,8.0,90,1035310,2023-12-03,1,son,,Leo
pierre-emile højbjerg,0,0,6.3,45,1035310,2023-12-03,0,højbjerg,,Leo
oliver skipp,0,0,6.6,11,1035310,2023-12-03,0,skipp,,Leo
richarlison,0,0,6.5,11,1035310,2023-12-03,0,richarlison,,Leo
jamie donley,0,0,0.0,1,1035310,2023-12-03,0,donley,,Leo
fraser forster,0,0,0.0,0,1035310,2023-12-03,0,forster,,Leo
brandon austin,0,0,0.0,0,1035310,2023-12-03,0,austin,,Leo
alfie dorrington,0,0,0.0,0,1035310,2023-12-03,0,dorrington,,Leo
yago santiago,0,0,0.0,0,1035310,2023-12-03,0,santiago,,Leo
alejo veliz,0,0,0.0,0,1035310,2023-12-03,0,veliz,,Leo
daniel bentley,0,0,7.3,90,1035321,2023-12-05,1,bentley,,Virgo
max kilman,0,0,7.2,90,1035321,2023-12-05,1,kilman,,Virgo
craig dawson,0,0,7.5,90,1035321,2023-12-05,1,dawson,,Virgo
toti gomes,0,0,7.3,90,1035321,2023-12-05,1,gomes,,Virgo
nélson semedo,0,0,6.9,90,1035321,2023-12-05,0,semedo,,Virgo
mario lemina,0,0,6.6,90,1035321,2023-12-05,0,lemina,,Virgo
joão gomes,0,0,6.3,90,1035321,2023-12-05,0,gomes,,Virgo
hugo bueno,0,0,6.7,89,1035321,2023-12-05,0,bueno,,Virgo
hee-chan hwang,1,0,7.3,90,1035321,2023-12-05,1,hwang,,Virgo
matheus cunha,0,1,7.5,87,1035321,2023-12-05,1,cunha,,Virgo
pablo sarabia,0,0,8.3,79,1035321,2023-12-05,1,sarabia,,Virgo
jean-ricner bellegarde,0,0,6.7,11,1035321,2023-12-05,0,bellegarde,,Virgo
boubacar traoré,0,0,6.3,9,1035321,2023-12-05,0,traoré,,Virgo
matt doherty,0,0,0.0,1,1035321,2023-12-05,0,doherty,,Virgo
tom king,0,0,0.0,0,1035321,2023-12-05,0,king,,Virgo
santiago bueno,0,0,0.0,0,1035321,2023-12-05,0,bueno,,Virgo
tawanda chirewa,0,0,0.0,0,1035321,2023-12-05,0,chirewa,,Virgo
tommy doyle,0,0,0.0,0,1035321,2023-12-05,0,doyle,,Virgo
saša kalajdžić,0,0,0.0,0,1035321,2023-12-05,0,kalajdžić,,Virgo
fábio silva,0,0,0.0,0,1035321,2023-12-05,0,silva,,Virgo
james trafford,0,0,6.9,90,1035321,2023-12-05,0,trafford,,Virgo
vitinho,0,0,6.7,89,1035321,2023-12-05,0,vitinho,,Virgo
dara o'shea,0,0,6.9,90,1035321,2023-12-05,0,o'shea,,Virgo
hjalmar ekdal,0,0,6.7,89,1035321,2023-12-05,0,ekdal,,Virgo
charlie taylor,0,0,6.9,90,1035321,2023-12-05,0,taylor,,Virgo
jacob bruun larsen,0,0,6.6,70,1035321,2023-12-05,0,larsen,,Virgo
sander berge,0,0,6.2,90,1035321,2023-12-05,0,berge,,Virgo
josh brownhill,0,0,7.2,90,1035321,2023-12-05,1,brownhill,,Virgo
luca koleosho,0,0,6.6,36,1035321,2023-12-05,0,koleosho,,Virgo
jay rodriguez,0,0,6.5,90,1035321,2023-12-05,0,rodriguez,,Virgo
zeki amdouni,0,0,6.9,90,1035321,2023-12-05,0,amdouni,,Virgo
jóhann guðmundsson,0,0,6.9,54,1035321,2023-12-05,0,guðmundsson,,Virgo
mike trésor,0,0,6.7,20,1035321,2023-12-05,0,trésor,,Virgo
nathan redmond,0,0,0.0,1,1035321,2023-12-05,0,redmond,,Virgo
wilson odobert,0,0,0.0,1,1035321,2023-12-05,0,odobert,,Virgo
arijanet murić,0,0,0.0,0,1035321,2023-12-05,0,murić,,Virgo
hannes delcroix,0,0,0.0,0,1035321,2023-12-05,0,delcroix,,Virgo
ameen al-dakhil,0,0,0.0,0,1035321,2023-12-05,0,al-dakhil,,Virgo
anass zaroury,0,0,0.0,0,1035321,2023-12-05,0,zaroury,,Virgo
aaron ramsey,0,0,0.0,0,1035321,2023-12-05,0,ramsey,,Virgo
thomas kaminski,0,0,6.9,90,1035318,2023-12-05,0,kaminski,,Virgo
teden mengi,0,0,6.6,90,1035318,2023-12-05,0,mengi,,Virgo
gabriel osho,1,0,7.3,90,1035318,2023-12-05,1,osho,,Virgo
amari'i bell,0,0,6.2,90,1035318,2023-12-05,0,bell,,Virgo
issa kaboré,0,0,6.6,90,1035318,2023-12-05,0,kaboré,,Virgo
pelly ruddock mpanzu,0,0,6.2,88,1035318,2023-12-05,0,mpanzu,,Virgo
ross barkley,1,0,7.9,90,1035318,2023-12-05,1,barkley,,Virgo
alfie doughty,0,2,7.5,88,1035318,2023-12-05,1,doughty,,Virgo
andros townsend,0,1,6.6,62,1035318,2023-12-05,1,townsend,,Virgo
jacob brown,0,0,6.7,61,1035318,2023-12-05,0,brown,,Virgo
elijah adebayo,1,0,6.9,61,1035318,2023-12-05,1,adebayo,,Virgo
tahith chong,0,0,6.5,29,1035318,2023-12-05,0,chong,,Virgo
carlton morris,0,0,6.7,29,1035318,2023-12-05,0,morris,,Virgo
