player,goals,assists,rating,minutes,match_id,date,performed,,,,,,,,
rodrigo bentancur,0,0,7,63,1208069,21-09-2024,1,,,,,,,,
james maddison,1,0,8.6,88,1208069,21-09-2024,1,,,,,,,,
brennan johnson,1,0,7.3,70,1208069,21-09-2024,1,,,,,,,,
dominic solanke,1,0,6.5,88,1208069,21-09-2024,1,,,,,,,,
heung-min son,0,2,8.6,90,1208069,21-09-2024,1,,,,,,,,
yves bissouma,0,0,6.7,27,1208069,21-09-2024,0,,,,,,,,
pape matar sarr,0,0,6.7,20,1208069,21-09-2024,0,,,,,,,,
archie gray,0,0,6.5,8,1208069,21-09-2024,0,,,,,,,,
lucas bergvall,0,0,6.3,8,1208069,21-09-2024,0,,,,,,,,
mikey moore,0,0,6.3,8,1208069,21-09-2024,0,,,,,,,,
fraser forster,0,0,0,0,1208069,21-09-2024,0,,,,,,,,
djed spence,0,0,0,0,1208069,21-09-2024,0,,,,,,,,
radu drăguşin,0,0,0,0,1208069,21-09-2024,0,,,,,,,,
timo werner,0,0,0,0,1208069,21-09-2024,0,,,,,,,,
mark flekken,0,0,7.5,90,1208069,21-09-2024,1,,,,,,,,
kristoffer ajer,0,0,6.3,79,1208069,21-09-2024,0,,,,,,,,
sepp van den berg,0,0,6.9,90,1208069,21-09-2024,0,,,,,,,,
ethan pinnock,0,0,6.5,90,1208069,21-09-2024,0,,,,,,,,
nathan collins,0,0,6.7,90,1208069,21-09-2024,0,,,,,,,,
keane lewis-potter,0,1,7.7,90,1208069,21-09-2024,1,,,,,,,,
yehor yarmoliuk,0,0,6.9,63,1208069,21-09-2024,0,,,,,,,,
vitaly janelt,0,0,6.6,90,1208069,21-09-2024,0,,,,,,,,
mikkel damsgaard,0,0,7.2,79,1208069,21-09-2024,1,,,,,,,,
fabio carvalho,0,0,7.3,87,1208069,21-09-2024,1,,,,,,,,
bryan mbeumo,1,0,6.9,90,1208069,21-09-2024,1,,,,,,,,
kevin schade,0,0,6.6,27,1208069,21-09-2024,0,,,,,,,,
yunus konak,0,0,6.2,11,1208069,21-09-2024,0,,,,,,,,
mads roerslev,0,0,6.2,11,1208069,21-09-2024,0,,,,,,,,
ryan trevitt,0,0,6.6,9,1208069,21-09-2024,0,,,,,,,,
hákon rafn valdimarsson,0,0,0,0,1208069,21-09-2024,0,,,,,,,,
ben mee,0,0,0,0,1208069,21-09-2024,0,,,,,,,,
jayden meghoma,0,0,0,0,1208069,21-09-2024,0,,,,,,,,
kim ji-soo,0,0,0,0,1208069,21-09-2024,0,,,,,,,,
tony yogane,0,0,0,0,1208069,21-09-2024,0,,,,,,,,
emiliano martínez,0,0,6.9,90,1208061,21-09-2024,0,,,,,,,,
ezri konsa,1,0,7.6,90,1208061,21-09-2024,1,,,,,,,,
diego carlos,0,0,6.5,90,1208061,21-09-2024,0,,,,,,,,
pau torres,0,0,6.6,90,1208061,21-09-2024,0,,,,,,,,
lucas digne,0,0,6.9,45,1208061,21-09-2024,0,,,,,,,,
amadou onana,0,0,7,62,1208061,21-09-2024,1,,,,,,,,
youri tielemans,0,1,8.3,90,1208061,21-09-2024,1,,,,,,,,
john mcginn,0,0,6.7,45,1208061,21-09-2024,0,,,,,,,,
morgan rogers,0,2,7.7,90,1208061,21-09-2024,1,,,,,,,,
jacob ramsey,0,0,6.9,62,1208061,21-09-2024,0,,,,,,,,
ollie watkins,1,0,6.9,89,1208061,21-09-2024,1,,,,,,,,
ian maatsen,0,0,6.7,45,1208061,21-09-2024,0,,,,,,,,
leon bailey,0,0,7.3,45,1208061,21-09-2024,1,,,,,,,,
ross barkley,0,0,6.7,28,1208061,21-09-2024,0,,,,,,,,
jhon durán,1,0,6.9,28,1208061,21-09-2024,1,,,,,,,,
emiliano buendía,0,0,0,1,1208061,21-09-2024,0,,,,,,,,
joe gauci,0,0,0,0,1208061,21-09-2024,0,,,,,,,,
kosta nedeljković,0,0,0,0,1208061,21-09-2024,0,,,,,,,,
kadan young,0,0,0,0,1208061,21-09-2024,0,,,,,,,,
lamare bogarde,0,0,0,0,1208061,21-09-2024,0,,,,,,,,
sam johnstone,0,0,6,90,1208061,21-09-2024,0,,,,,,,,
nélson semedo,0,0,6.2,90,1208061,21-09-2024,0,,,,,,,,
yerson mosquera,0,0,7.9,82,1208061,21-09-2024,1,,,,,,,,
craig dawson,0,0,6.6,90,1208061,21-09-2024,0,,,,,,,,
rayan aït nouri,0,0,6.2,90,1208061,21-09-2024,0,,,,,,,,
andré,0,0,7.3,90,1208061,21-09-2024,1,,,,,,,,
jean-ricner bellegarde,0,0,6.7,71,1208061,21-09-2024,0,,,,,,,,
joão gomes,0,0,6.9,82,1208061,21-09-2024,0,,,,,,,,
mario lemina,0,0,6.3,90,1208061,21-09-2024,0,,,,,,,,
matheus cunha,1,0,7.5,90,1208061,21-09-2024,1,,,,,,,,
jørgen strand larsen,0,0,6.9,65,1208061,21-09-2024,0,,,,,,,,
gonçalo guedes,0,0,6.3,25,1208061,21-09-2024,0,,,,,,,,
rodrigo gomes,0,0,6.7,19,1208061,21-09-2024,0,,,,,,,,
santiago bueno,0,0,5.9,8,1208061,21-09-2024,0,,,,,,,,
tommy doyle,0,0,6.2,8,1208061,21-09-2024,0,,,,,,,,
josé sá,0,0,0,0,1208061,21-09-2024,0,,,,,,,,
matt doherty,0,0,0,0,1208061,21-09-2024,0,,,,,,,,
hee-chan hwang,0,0,0,0,1208061,21-09-2024,0,,,,,,,,
pablo sarabia,0,0,0,0,1208061,21-09-2024,0,,,,,,,,
carlos borges,0,0,0,0,1208061,21-09-2024,0,,,,,,,,
dean henderson,0,0,8.9,90,1208063,21-09-2024,1,,,,,,,,
maxence lacroix,0,0,7.3,90,1208063,21-09-2024,1,,,,,,,,
marc guéhi,0,0,7.5,90,1208063,21-09-2024,1,,,,,,,,
chris richards,0,0,7.2,90,1208063,21-09-2024,1,,,,,,,,
daniel muñoz,0,0,6.9,90,1208063,21-09-2024,0,,,,,,,,
adam wharton,0,0,6.7,45,1208063,21-09-2024,0,,,,,,,,
daichi kamada,0,0,6.9,90,1208063,21-09-2024,0,,,,,,,,
tyrick mitchell,0,0,7.3,90,1208063,21-09-2024,1,,,,,,,,
edward nketiah,0,0,6.9,66,1208063,21-09-2024,0,,,,,,,,
eberechi eze,0,0,6,89,1208063,21-09-2024,0,,,,,,,,
jean-philippe mateta,0,0,6.7,45,1208063,21-09-2024,0,,,,,,,,
jefferson lerma,0,0,6.9,45,1208063,21-09-2024,0,,,,,,,,
ismaïla sarr,0,0,7,45,1208063,21-09-2024,1,,,,,,,,
will hughes,0,0,6.7,24,1208063,21-09-2024,0,,,,,,,,
jeffrey schlupp,0,0,0,1,1208063,21-09-2024,0,,,,,,,,
matt turner,0,0,0,0,1208063,21-09-2024,0,,,,,,,,
nathaniel clyne,0,0,0,0,1208063,21-09-2024,0,,,,,,,,
joel ward,0,0,0,0,1208063,21-09-2024,0,,,,,,,,
franco umeh,0,0,0,0,1208063,21-09-2024,0,,,,,,,,
asher agbinone,0,0,0,0,1208063,21-09-2024,0,,,,,,,,
andré onana,0,0,7.7,90,1208063,21-09-2024,1,,,,,,,,
noussair mazraoui,0,0,7.2,90,1208063,21-09-2024,1,,,,,,,,
matthijs de ligt,0,0,7.3,90,1208063,21-09-2024,1,,,,,,,,
lisandro martínez,0,0,7,90,1208063,21-09-2024,1,,,,,,,,
diogo dalot,0,0,7.9,90,1208063,21-09-2024,1,,,,,,,,
kobbie mainoo,0,0,6.9,90,1208063,21-09-2024,0,,,,,,,,
christian eriksen,0,0,7.2,76,1208063,21-09-2024,1,,,,,,,,
amad diallo,0,0,6.7,76,1208063,21-09-2024,0,,,,,,,,
bruno fernandes,0,0,7.9,90,1208063,21-09-2024,1,,,,,,,,
alejandro garnacho,0,0,6,90,1208063,21-09-2024,0,,,,,,,,
joshua zirkzee,0,0,7.2,61,1208063,21-09-2024,1,,,,,,,,
marcus rashford,0,0,6.7,29,1208063,21-09-2024,0,,,,,,,,
manuel ugarte,0,0,6.3,14,1208063,21-09-2024,0,,,,,,,,
rasmus højlund,0,0,6.3,14,1208063,21-09-2024,0,,,,,,,,
altay bayındır,0,0,0,0,1208063,21-09-2024,0,,,,,,,,
jonny evans,0,0,0,0,1208063,21-09-2024,0,,,,,,,,
harry maguire,0,0,0,0,1208063,21-09-2024,0,,,,,,,,
mason mount,0,0,0,0,1208063,21-09-2024,0,,,,,,,,
antony,0,0,0,0,1208063,21-09-2024,0,,,,,,,,
casemiro,0,0,0,0,1208063,21-09-2024,0,,,,,,,,
mark flekken,0,0,7,90,1208073,28-09-2024,1,,,,,,,,
sepp van den berg,0,0,7.2,90,1208073,28-09-2024,1,,,,,,,,
nathan collins,0,0,6.6,90,1208073,28-09-2024,0,,,,,,,,
ethan pinnock,0,0,6.9,90,1208073,28-09-2024,0,,,,,,,,
kristoffer ajer,0,0,7,90,1208073,28-09-2024,1,,,,,,,,
kevin schade,0,0,6.9,60,1208073,28-09-2024,0,,,,,,,,
mikkel damsgaard,0,0,7.2,90,1208073,28-09-2024,1,,,,,,,,
vitaly janelt,0,0,6.9,90,1208073,28-09-2024,0,,,,,,,,
keane lewis-potter,0,0,6.9,90,1208073,28-09-2024,0,,,,,,,,
fabio carvalho,0,1,7.2,85,1208073,28-09-2024,1,,,,,,,,
bryan mbeumo,1,0,7.9,90,1208073,28-09-2024,1,,,,,,,,
yehor yarmoliuk,0,0,6.6,30,1208073,28-09-2024,0,,,,,,,,
yunus konak,0,0,6.2,13,1208073,28-09-2024,0,,,,,,,,
hákon rafn valdimarsson,0,0,0,0,1208073,28-09-2024,0,,,,,,,,
ben mee,0,0,0,0,1208073,28-09-2024,0,,,,,,,,
jayden meghoma,0,0,0,0,1208073,28-09-2024,0,,,,,,,,
kim ji-soo,0,0,0,0,1208073,28-09-2024,0,,,,,,,,
ryan trevitt,0,0,0,0,1208073,28-09-2024,0,,,,,,,,
tony yogane,0,0,0,0,1208073,28-09-2024,0,,,,,,,,
mads roerslev,0,0,0,0,1208073,28-09-2024,0,,,,,,,,
alphonse aréola,0,0,6.6,90,1208073,28-09-2024,0,,,,,,,,
aaron wan-bissaka,0,0,6.7,90,1208073,28-09-2024,0,,,,,,,,
jean-clair todibo,0,0,7.2,90,1208073,28-09-2024,1,,,,,,,,
max kilman,0,0,7.2,90,1208073,28-09-2024,1,,,,,,,,
emerson palmieri,0,0,6.3,45,1208073,28-09-2024,0,,,,,,,,
guido rodríguez,0,0,7,90,1208073,28-09-2024,1,,,,,,,,
jarrod bowen,0,0,6.6,89,1208073,28-09-2024,0,,,,,,,,
tomáš souček,1,0,7.9,90,1208073,28-09-2024,1,,,,,,,,
lucas paquetá,0,0,6.7,76,1208073,28-09-2024,0,,,,,,,,
mohammed kudus,0,0,6.7,45,1208073,28-09-2024,0,,,,,,,,
michail antonio,0,1,7.2,75,1208073,28-09-2024,1,,,,,,,,
konstantinos mavropanos,0,0,7,45,1208073,28-09-2024,1,,,,,,,,
carlos soler,0,0,7.3,45,1208073,28-09-2024,1,,,,,,,,
danny ings,0,0,6.3,15,1208073,28-09-2024,0,,,,,,,,
crysencio summerville,0,0,6.7,14,1208073,28-09-2024,0,,,,,,,,
andy irving,0,0,0,1,1208073,28-09-2024,0,,,,,,,,
łukasz fabiański,0,0,0,0,1208073,28-09-2024,0,,,,,,,,
aaron cresswell,0,0,0,0,1208073,28-09-2024,0,,,,,,,,
vladimír coufal,0,0,0,0,1208073,28-09-2024,0,,,,,,,,
luis guilherme,0,0,0,0,1208073,28-09-2024,0,,,,,,,,
mark flekken,0,0,6.3,90,1208083,05-10-2024,0,,,,,,,,
sepp van den berg,0,0,6.7,90,1208083,05-10-2024,0,,,,,,,,
nathan collins,1,0,8.3,90,1208083,05-10-2024,1,,,,,,,,
ethan pinnock,1,0,7.2,90,1208083,05-10-2024,1,,,,,,,,
kristoffer ajer,0,0,6.5,89,1208083,05-10-2024,0,,,,,,,,
vitaly janelt,0,1,7.9,90,1208083,05-10-2024,1,,,,,,,,
christian nørgaard,1,0,7.5,77,1208083,05-10-2024,1,,,,,,,,
bryan mbeumo,1,0,7.9,90,1208083,05-10-2024,1,,,,,,,,
mikkel damsgaard,0,2,8.6,89,1208083,05-10-2024,1,,,,,,,,
keane lewis-potter,0,0,7,90,1208083,05-10-2024,1,,,,,,,,
kevin schade,0,0,6.7,77,1208083,05-10-2024,0,,,,,,,,
fabio carvalho,1,0,7.2,13,1208083,05-10-2024,1,,,,,,,,
yehor yarmoliuk,0,0,6.7,13,1208083,05-10-2024,0,,,,,,,,
yunus konak,0,0,0,1,1208083,05-10-2024,0,,,,,,,,
mads roerslev,0,0,0,1,1208083,05-10-2024,0,,,,,,,,
hákon rafn valdimarsson,0,0,0,0,1208083,05-10-2024,0,,,,,,,,
ben mee,0,0,0,0,1208083,05-10-2024,0,,,,,,,,
kim ji-soo,0,0,0,0,1208083,05-10-2024,0,,,,,,,,
jayden meghoma,0,0,0,0,1208083,05-10-2024,0,,,,,,,,
ryan trevitt,0,0,0,0,1208083,05-10-2024,0,,,,,,,,
sam johnstone,0,0,7.3,90,1208083,05-10-2024,1,,,,,,,,
nélson semedo,0,1,6.3,90,1208083,05-10-2024,1,,,,,,,,
craig dawson,0,0,6.2,90,1208083,05-10-2024,0,,,,,,,,
toti gomes,0,0,6.2,90,1208083,05-10-2024,0,,,,,,,,
rayan aït nouri,1,1,7.3,90,1208083,05-10-2024,1,,,,,,,,
andré,0,0,6.9,57,1208083,05-10-2024,0,,,,,,,,
carlos borges,0,0,6.9,68,1208083,05-10-2024,0,,,,,,,,
mario lemina,0,0,6.3,90,1208083,05-10-2024,0,,,,,,,,
joão gomes,0,0,6.7,77,1208083,05-10-2024,0,,,,,,,,
matheus cunha,1,0,7.9,90,1208083,05-10-2024,1,,,,,,,,
jørgen strand larsen,1,0,7,90,1208083,05-10-2024,1,,,,,,,,
hee-chan hwang,0,0,6.5,33,1208083,05-10-2024,0,,,,,,,,
gonçalo guedes,0,0,6.9,22,1208083,05-10-2024,0,,,,,,,,
jean-ricner bellegarde,0,1,6.6,13,1208083,05-10-2024,1,,,,,,,,
josé sá,0,0,0,0,1208083,05-10-2024,0,,,,,,,,
santiago bueno,0,0,0,0,1208083,05-10-2024,0,,,,,,,,
matt doherty,0,0,0,0,1208083,05-10-2024,0,,,,,,,,
rodrigo gomes,0,0,0,0,1208083,05-10-2024,0,,,,,,,,
tommy doyle,0,0,0,0,1208083,05-10-2024,0,,,,,,,,
pablo sarabia,0,0,0,0,1208083,05-10-2024,0,,,,,,,,
jordan pickford,0,0,7.6,90,1208087,05-10-2024,1,,,,,,,,
james garner,0,0,7.2,90,1208087,05-10-2024,1,,,,,,,,
james tarkowski,0,0,7.7,90,1208087,05-10-2024,1,,,,,,,,
michael keane,0,0,7.2,90,1208087,05-10-2024,1,,,,,,,,
ashley young,0,0,7,90,1208087,05-10-2024,1,,,,,,,,
abdoulaye doucouré,0,0,7.2,90,1208087,05-10-2024,1,,,,,,,,
orel mangala,0,0,6.5,57,1208087,05-10-2024,0,,,,,,,,
jack harrison,0,0,6.2,68,1208087,05-10-2024,0,,,,,,,,
dwight mcneil,0,0,7.2,90,1208087,05-10-2024,1,,,,,,,,
iliman ndiaye,0,0,7.2,90,1208087,05-10-2024,1,,,,,,,,
dominic calvert-lewin,0,0,6.5,90,1208087,05-10-2024,0,,,,,,,,
idrissa gueye,0,0,6.9,33,1208087,05-10-2024,0,,,,,,,,
tim iroegbunam,0,0,6.7,22,1208087,05-10-2024,0,,,,,,,,
joão virgínia,0,0,0,0,1208087,05-10-2024,0,,,,,,,,
asmir begović,0,0,0,0,1208087,05-10-2024,0,,,,,,,,
jake o'brien,0,0,0,0,1208087,05-10-2024,0,,,,,,,,
roman dixon,0,0,0,0,1208087,05-10-2024,0,,,,,,,,
jesper lindstrøm,0,0,0,0,1208087,05-10-2024,0,,,,,,,,
harrison armstrong,0,0,0,0,1208087,05-10-2024,0,,,,,,,,
beto,0,0,0,0,1208087,05-10-2024,0,,,,,,,,
nick pope,0,0,7.3,90,1208087,05-10-2024,1,,,,,,,,
kieran trippier,0,0,7.2,71,1208087,05-10-2024,1,,,,,,,,
fabian schär,0,0,6.9,90,1208087,05-10-2024,0,,,,,,,,
dan burn,0,0,7.2,90,1208087,05-10-2024,1,,,,,,,,
lewis hall,0,0,7.2,90,1208087,05-10-2024,1,,,,,,,,
sandro tonali,0,0,7.3,71,1208087,05-10-2024,1,,,,,,,,
bruno guimarães,0,0,7.7,90,1208087,05-10-2024,1,,,,,,,,
joelinton,0,0,7.5,90,1208087,05-10-2024,1,,,,,,,,
jacob murphy,0,0,7.3,69,1208087,05-10-2024,1,,,,,,,,
anthony gordon,0,0,6.7,90,1208087,05-10-2024,0,,,,,,,,
harvey barnes,0,0,6.7,62,1208087,05-10-2024,0,,,,,,,,
miguel almirón,0,0,7,28,1208087,05-10-2024,1,,,,,,,,
joe willock,0,0,6.2,21,1208087,05-10-2024,0,,,,,,,,
valentino livramento,0,0,6.9,19,1208087,05-10-2024,0,,,,,,,,
sean longstaff,0,0,6.6,19,1208087,05-10-2024,0,,,,,,,,
odysseas vlachodimos,0,0,0,0,1208087,05-10-2024,0,,,,,,,,
john ruddy,0,0,0,0,1208087,05-10-2024,0,,,,,,,,
emil krafth,0,0,0,0,1208087,05-10-2024,0,,,,,,,,
lloyd kelly,0,0,0,0,1208087,05-10-2024,0,,,,,,,,
william osula,0,0,0,0,1208087,05-10-2024,0,,,,,,,,
robert sánchez,0,0,8.3,90,1208085,06-10-2024,1,,,,,,,,
malo gusto,0,0,7.2,90,1208085,06-10-2024,1,,,,,,,,
wesley fofana,0,0,6.9,90,1208085,06-10-2024,0,,,,,,,,
levi colwill,0,0,7,89,1208085,06-10-2024,1,,,,,,,,
marc cucurella,0,0,6.7,90,1208085,06-10-2024,0,,,,,,,,
moisés caicedo,0,0,7,90,1208085,06-10-2024,1,,,,,,,,
enzo fernández,0,0,7.5,81,1208085,06-10-2024,1,,,,,,,,
noni madueke,1,0,8.6,89,1208085,06-10-2024,1,,,,,,,,
cole palmer,0,1,8.9,90,1208085,06-10-2024,1,,,,,,,,
jadon sancho,0,0,7.7,89,1208085,06-10-2024,1,,,,,,,,
nicolas jackson,0,0,6.6,81,1208085,06-10-2024,0,,,,,,,,
joão félix,0,0,6.3,9,1208085,06-10-2024,0,,,,,,,,
christopher nkunku,0,0,6.5,9,1208085,06-10-2024,0,,,,,,,,
tosin adarabioyo,0,0,6.3,11,1208085,06-10-2024,0,,,,,,,,
mykhaylo mudryk,0,0,6.9,14,1208085,06-10-2024,0,,,,,,,,
pedro neto,0,0,6.9,14,1208085,06-10-2024,0,,,,,,,,
filip jørgensen,0,0,0,0,1208085,06-10-2024,0,,,,,,,,
axel disasi,0,0,0,0,1208085,06-10-2024,0,,,,,,,,
renato veiga,0,0,0,0,1208085,06-10-2024,0,,,,,,,,
roméo lavia,0,0,0,0,1208085,06-10-2024,0,,,,,,,,
matz sels,0,0,8,90,1208085,06-10-2024,1,,,,,,,,
ola aina,0,0,7.2,90,1208085,06-10-2024,1,,,,,,,,
nikola milenković,0,1,7.2,90,1208085,06-10-2024,1,,,,,,,,
murillo,0,0,6.2,90,1208085,06-10-2024,0,,,,,,,,
álex moreno,0,0,6.6,82,1208085,06-10-2024,0,,,,,,,,
ryan yates,0,0,6.9,90,1208085,06-10-2024,0,,,,,,,,
james ward-prowse,0,0,6.5,78,1208085,06-10-2024,0,,,,,,,,
callum hudson-odoi,0,0,7.2,82,1208085,06-10-2024,1,,,,,,,,
morgan gibbs-white,0,0,7,76,1208085,06-10-2024,1,,,,,,,,
elliot anderson,0,0,6.9,66,1208085,06-10-2024,0,,,,,,,,
chris wood,1,0,7.3,82,1208085,06-10-2024,1,,,,,,,,
jota silva,0,0,6.3,24,1208085,06-10-2024,0,,,,,,,,
nicolás domínguez,0,0,6.6,14,1208085,06-10-2024,0,,,,,,,,
morato,0,0,6.6,8,1208085,06-10-2024,0,,,,,,,,
neco williams,0,0,6.9,8,1208085,06-10-2024,0,,,,,,,,
anthony elanga,0,0,6.9,8,1208085,06-10-2024,0,,,,,,,,
carlos miguel,0,0,0,0,1208085,06-10-2024,0,,,,,,,,
willy boly,0,0,0,0,1208085,06-10-2024,0,,,,,,,,
ramón sosa,0,0,0,0,1208085,06-10-2024,0,,,,,,,,
taiwo awoniyi,0,0,0,0,1208085,06-10-2024,0,,,,,,,,
josé sá,0,0,6.3,90,1208132,09-11-2024,0,,,,,,,,
nélson semedo,0,0,7.2,90,1208132,09-11-2024,1,,,,,,,,
santiago bueno,0,0,7,90,1208132,09-11-2024,1,,,,,,,,
craig dawson,0,0,7.2,90,1208132,09-11-2024,1,,,,,,,,
toti gomes,0,0,7.2,90,1208132,09-11-2024,1,,,,,,,,
mario lemina,0,1,6.9,90,1208132,09-11-2024,1,,,,,,,,
joão gomes,0,0,6.9,90,1208132,09-11-2024,0,,,,,,,,
pablo sarabia,1,0,7.5,45,1208132,09-11-2024,1,,,,,,,,
matheus cunha,1,1,8.3,89,1208132,09-11-2024,1,,,,,,,,
rayan aït nouri,0,0,7,89,1208132,09-11-2024,1,,,,,,,,
jørgen strand larsen,0,0,6.7,73,1208132,09-11-2024,0,,,,,,,,
jean-ricner bellegarde,0,0,6.7,45,1208132,09-11-2024,0,,,,,,,,
gonçalo guedes,0,0,6.3,17,1208132,09-11-2024,0,,,,,,,,
matt doherty,0,0,0,1,1208132,09-11-2024,0,,,,,,,,
rodrigo gomes,0,0,0,1,1208132,09-11-2024,0,,,,,,,,
sam johnstone,0,0,0,0,1208132,09-11-2024,0,,,,,,,,
alfie pond,0,0,0,0,1208132,09-11-2024,0,,,,,,,,
andré,0,0,0,0,1208132,09-11-2024,0,,,,,,,,
tommy doyle,0,0,0,0,1208132,09-11-2024,0,,,,,,,,
carlos borges,0,0,0,0,1208132,09-11-2024,0,,,,,,,,
aaron ramsdale,0,0,6.3,90,1208132,09-11-2024,0,,,,,,,,
kyle walker-peters,0,0,7,90,1208132,09-11-2024,1,,,,,,,,
taylor harwood-bellis,0,0,6.2,90,1208132,09-11-2024,0,,,,,,,,
jan bednarek,0,0,6.6,90,1208132,09-11-2024,0,,,,,,,,
jack stephens,0,0,6.3,60,1208132,09-11-2024,0,,,,,,,,
ryan manning,0,0,7.3,45,1208132,09-11-2024,1,,,,,,,,
adam armstrong,0,0,6.5,90,1208132,09-11-2024,0,,,,,,,,
joe aribo,0,0,6.7,73,1208132,09-11-2024,0,,,,,,,,
adam lallana,0,0,6.7,60,1208132,09-11-2024,0,,,,,,,,
mateus fernandes,0,0,7.2,90,1208132,09-11-2024,1,,,,,,,,
cameron archer,0,0,6.2,73,1208132,09-11-2024,0,,,,,,,,
tyler dibling,0,0,7.5,45,1208132,09-11-2024,1,,,,,,,,
yukinari sugawara,0,0,6.6,30,1208132,09-11-2024,0,,,,,,,,
lesley ugochukwu,0,0,6.7,30,1208132,09-11-2024,0,,,,,,,,
ben brereton díaz,0,0,6.3,17,1208132,09-11-2024,0,,,,,,,,
paul onuachu,0,0,6.7,17,1208132,09-11-2024,0,,,,,,,,
alex mccarthy,0,0,0,0,1208132,09-11-2024,0,,,,,,,,
james bree,0,0,0,0,1208132,09-11-2024,0,,,,,,,,
nathan wood,0,0,0,0,1208132,09-11-2024,0,,,,,,,,
samuel amo-ameyaw,0,0,0,0,1208132,09-11-2024,0,,,,,,,,
łukasz fabiański,0,0,7.7,90,1208131,09-11-2024,1,,,,,,,,
aaron wan-bissaka,0,0,6.9,67,1208131,09-11-2024,0,,,,,,,,
jean-clair todibo,0,0,7,90,1208131,09-11-2024,1,,,,,,,,
max kilman,0,0,7,90,1208131,09-11-2024,1,,,,,,,,
emerson palmieri,0,0,7.2,90,1208131,09-11-2024,1,,,,,,,,
guido rodríguez,0,0,7,67,1208131,09-11-2024,1,,,,,,,,
jarrod bowen,0,0,7.2,90,1208131,09-11-2024,1,,,,,,,,
tomáš souček,0,0,6.9,90,1208131,09-11-2024,0,,,,,,,,
lucas paquetá,0,0,7.3,90,1208131,09-11-2024,1,,,,,,,,
crysencio summerville,0,0,7.3,83,1208131,09-11-2024,1,,,,,,,,
michail antonio,0,0,6.3,67,1208131,09-11-2024,0,,,,,,,,
vladimír coufal,0,0,6.3,23,1208131,09-11-2024,0,,,,,,,,
carlos soler,0,0,6.7,23,1208131,09-11-2024,0,,,,,,,,
danny ings,0,0,7.2,23,1208131,09-11-2024,1,,,,,,,,
luis guilherme,0,0,6.3,12,1208131,09-11-2024,0,,,,,,,,
wesley foderingham,0,0,0,0,1208131,09-11-2024,0,,,,,,,,
aaron cresswell,0,0,0,0,1208131,09-11-2024,0,,,,,,,,
konstantinos mavropanos,0,0,0,0,1208131,09-11-2024,0,,,,,,,,
andy irving,0,0,0,0,1208131,09-11-2024,0,,,,,,,,
oliver scarles,0,0,0,0,1208131,09-11-2024,0,,,,,,,,
jordan pickford,0,0,8.7,90,1208131,09-11-2024,1,,,,,,,,
ashley young,0,0,7.5,90,1208131,09-11-2024,1,,,,,,,,
james tarkowski,0,0,7.9,90,1208131,09-11-2024,1,,,,,,,,
jarrad branthwaite,0,0,7,90,1208131,09-11-2024,1,,,,,,,,
vitaliy mykolenko,0,0,7,90,1208131,09-11-2024,1,,,,,,,,
idrissa gueye,0,0,6.9,90,1208131,09-11-2024,0,,,,,,,,
orel mangala,0,0,7.2,90,1208131,09-11-2024,1,,,,,,,,
jesper lindstrøm,0,0,7.3,90,1208131,09-11-2024,1,,,,,,,,
abdoulaye doucouré,0,0,7,86,1208131,09-11-2024,1,,,,,,,,
iliman ndiaye,0,0,7.9,90,1208131,09-11-2024,1,,,,,,,,
dominic calvert-lewin,0,0,7.3,75,1208131,09-11-2024,1,,,,,,,,
beto,0,0,6.7,15,1208131,09-11-2024,0,,,,,,,,
jack harrison,0,0,6.3,9,1208131,09-11-2024,0,,,,,,,,
joão virgínia,0,0,0,0,1208131,09-11-2024,0,,,,,,,,
asmir begović,0,0,0,0,1208131,09-11-2024,0,,,,,,,,
nathan patterson,0,0,0,0,1208131,09-11-2024,0,,,,,,,,
michael keane,0,0,0,0,1208131,09-11-2024,0,,,,,,,,
jake o'brien,0,0,0,0,1208131,09-11-2024,0,,,,,,,,
harrison armstrong,0,0,0,0,1208131,09-11-2024,0,,,,,,,,
callum bates,0,0,0,0,1208131,09-11-2024,0,,,,,,,,
dean henderson,0,0,7.2,90,1208126,09-11-2024,1,,,,,,,,
trevoh chalobah,0,0,7.2,90,1208126,09-11-2024,1,,,,,,,,
maxence lacroix,0,0,6.5,90,1208126,09-11-2024,0,,,,,,,,
nathaniel clyne,0,0,6.6,62,1208126,09-11-2024,0,,,,,,,,
daniel muñoz,0,0,7.2,89,1208126,09-11-2024,1,,,,,,,,
marc guéhi,0,0,7.3,90,1208126,09-11-2024,1,,,,,,,,
justin devenny,0,0,7,74,1208126,09-11-2024,1,,,,,,,,
tyrick mitchell,0,0,6.9,90,1208126,09-11-2024,0,,,,,,,,
daichi kamada,0,0,6.2,76,1208126,09-11-2024,0,,,,,,,,
ismaïla sarr,0,0,6.9,88,1208126,09-11-2024,0,,,,,,,,
jean-philippe mateta,0,0,5.7,90,1208126,09-11-2024,0,,,,,,,,
cheick doucouré,0,0,6.5,28,1208126,09-11-2024,0,,,,,,,,
jeffrey schlupp,0,0,6.7,16,1208126,09-11-2024,0,,,,,,,,
asher agbinone,0,0,6.7,9,1208126,09-11-2024,0,,,,,,,,
caleb kporha,0,0,6.7,9,1208126,09-11-2024,0,,,,,,,,
matt turner,0,0,0,0,1208126,09-11-2024,0,,,,,,,,
remi matthews,0,0,0,0,1208126,09-11-2024,0,,,,,,,,
