player,goals,assists,rating,minutes,match_id,date,performed,,,,,,,,
joel ward,0,0,0,0,1208126,09-11-2024,0,,,,,,,,
chris richards,0,0,0,0,1208126,09-11-2024,0,,,,,,,,
zach marsh,0,0,0,0,1208126,09-11-2024,0,,,,,,,,
bernd leno,0,0,7.9,90,1208126,09-11-2024,1,,,,,,,,
kenny tete,0,0,7.7,90,1208126,09-11-2024,1,,,,,,,,
joachim andersen,0,0,8,90,1208126,09-11-2024,1,,,,,,,,
calvin bassey,0,0,6.9,90,1208126,09-11-2024,0,,,,,,,,
antonee robinson,0,0,7.3,90,1208126,09-11-2024,1,,,,,,,,
andreas pereira,0,0,7.3,83,1208126,09-11-2024,1,,,,,,,,
sander berge,0,0,7,90,1208126,09-11-2024,1,,,,,,,,
alex iwobi,0,1,8.9,89,1208126,09-11-2024,1,,,,,,,,
emile smith rowe,1,0,8,89,1208126,09-11-2024,1,,,,,,,,
reiss nelson,0,0,7.5,82,1208126,09-11-2024,1,,,,,,,,
raúl jiménez,0,1,7.2,75,1208126,09-11-2024,1,,,,,,,,
rodrigo muniz,0,0,6.5,15,1208126,09-11-2024,0,,,,,,,,
harry wilson,1,0,7.7,8,1208126,09-11-2024,1,,,,,,,,
tom cairney,0,0,6.9,14,1208126,09-11-2024,0,,,,,,,,
harrison reed,0,0,6.3,8,1208126,09-11-2024,0,,,,,,,,
adama traoré,0,0,6.3,8,1208126,09-11-2024,0,,,,,,,,
steven benda,0,0,0,0,1208126,09-11-2024,0,,,,,,,,
timothy castagne,0,0,0,0,1208126,09-11-2024,0,,,,,,,,
issa diop,0,0,0,0,1208126,09-11-2024,0,,,,,,,,
ryan sessegnon,0,0,0,0,1208126,09-11-2024,0,,,,,,,,
mark flekken,0,0,6.9,90,1208123,09-11-2024,0,,,,,,,,
sepp van den berg,0,0,6.2,90,1208123,09-11-2024,0,,,,,,,,
nathan collins,0,0,7.3,90,1208123,09-11-2024,1,,,,,,,,
ethan pinnock,0,0,7.2,90,1208123,09-11-2024,1,,,,,,,,
keane lewis-potter,0,0,6.9,90,1208123,09-11-2024,0,,,,,,,,
mathias jensen,0,0,6.9,79,1208123,09-11-2024,0,,,,,,,,
christian nørgaard,0,0,6.9,83,1208123,09-11-2024,0,,,,,,,,
vitaly janelt,0,1,7.2,90,1208123,09-11-2024,1,,,,,,,,
bryan mbeumo,0,1,6.9,89,1208123,09-11-2024,1,,,,,,,,
yoane wissa,2,0,8.2,90,1208123,09-11-2024,1,,,,,,,,
mikkel damsgaard,1,0,7.6,89,1208123,09-11-2024,1,,,,,,,,
yehor yarmoliuk,0,0,6.6,11,1208123,09-11-2024,0,,,,,,,,
kevin schade,0,0,6.3,15,1208123,09-11-2024,0,,,,,,,,
fabio carvalho,0,0,0,1,1208123,09-11-2024,0,,,,,,,,
yunus konak,0,0,0,1,1208123,09-11-2024,0,,,,,,,,
hákon rafn valdimarsson,0,0,0,0,1208123,09-11-2024,0,,,,,,,,
ben mee,0,0,0,0,1208123,09-11-2024,0,,,,,,,,
jayden meghoma,0,0,0,0,1208123,09-11-2024,0,,,,,,,,
mads roerslev,0,0,0,0,1208123,09-11-2024,0,,,,,,,,
edmond-paris maghoma,0,0,0,0,1208123,09-11-2024,0,,,,,,,,
kepa arrizabalaga,0,0,6.9,90,1208123,09-11-2024,0,,,,,,,,
adam smith,0,0,5.9,84,1208123,09-11-2024,0,,,,,,,,
illia zabarnyi,0,0,6.7,90,1208123,09-11-2024,0,,,,,,,,
marcos senesi,0,0,6.3,67,1208123,09-11-2024,0,,,,,,,,
miloš kerkez,0,0,6.3,90,1208123,09-11-2024,0,,,,,,,,
lewis cook,0,1,7.2,90,1208123,09-11-2024,1,,,,,,,,
tyler adams,0,0,7.2,67,1208123,09-11-2024,1,,,,,,,,
antoine semenyo,0,0,6.9,90,1208123,09-11-2024,0,,,,,,,,
ryan christie,0,0,7,76,1208123,09-11-2024,1,,,,,,,,
justin kluivert,1,0,7.3,76,1208123,09-11-2024,1,,,,,,,,
evanilson,1,0,7.6,90,1208123,09-11-2024,1,,,,,,,,
dean huijsen,0,0,7.2,23,1208123,09-11-2024,1,,,,,,,,
marcus tavernier,0,0,6.9,23,1208123,09-11-2024,0,,,,,,,,
enes ünal,0,0,6.7,14,1208123,09-11-2024,0,,,,,,,,
david brooks,0,0,6.3,14,1208123,09-11-2024,0,,,,,,,,
julian araujo,0,0,6.3,14,1208123,09-11-2024,0,,,,,,,,
mark travers,0,0,0,0,1208123,09-11-2024,0,,,,,,,,
max aarons,0,0,0,0,1208123,09-11-2024,0,,,,,,,,
james hill,0,0,0,0,1208123,09-11-2024,0,,,,,,,,
philip billing,0,0,0,0,1208123,09-11-2024,0,,,,,,,,
bart verbruggen,0,0,7.3,90,1208124,09-11-2024,1,,,,,,,,
joël veltman,0,0,6.9,90,1208124,09-11-2024,0,,,,,,,,
jan paul van hecke,0,0,7.5,90,1208124,09-11-2024,1,,,,,,,,
igor júlio,0,0,6.9,90,1208124,09-11-2024,0,,,,,,,,
pervis estupiñán,0,0,6.9,90,1208124,09-11-2024,0,,,,,,,,
simon adingra,0,0,6.3,65,1208124,09-11-2024,0,,,,,,,,
jack hinshelwood,0,0,6.5,57,1208124,09-11-2024,0,,,,,,,,
yasin ayari,0,0,6.2,45,1208124,09-11-2024,0,,,,,,,,
kaoru mitoma,0,0,6.6,89,1208124,09-11-2024,0,,,,,,,,
georginio rutter,0,0,6.3,66,1208124,09-11-2024,0,,,,,,,,
danny welbeck,0,0,6.3,90,1208124,09-11-2024,0,,,,,,,,
carlos baleba,0,0,7,45,1208124,09-11-2024,1,,,,,,,,
matt o'riley,1,0,7.2,33,1208124,09-11-2024,1,,,,,,,,
joão pedro,1,1,8.2,25,1208124,09-11-2024,1,,,,,,,,
brajan gruda,0,0,6.9,24,1208124,09-11-2024,0,,,,,,,,
jakub moder,0,0,6.2,10,1208124,09-11-2024,0,,,,,,,,
jason steele,0,0,0,0,1208124,09-11-2024,0,,,,,,,,
julio enciso,0,0,0,0,1208124,09-11-2024,0,,,,,,,,
mats wieffer,0,0,0,0,1208124,09-11-2024,0,,,,,,,,
evan ferguson,0,0,0,0,1208124,09-11-2024,0,,,,,,,,
ederson,0,0,7.5,90,1208124,09-11-2024,1,,,,,,,,
kyle walker,0,0,7,90,1208124,09-11-2024,1,,,,,,,,
jahmai simpson-pusey,0,0,6.3,90,1208124,09-11-2024,0,,,,,,,,
joško gvardiol,0,0,6.6,90,1208124,09-11-2024,0,,,,,,,,
rico lewis,0,0,6.3,90,1208124,09-11-2024,0,,,,,,,,
mateo kovačić,0,0,8,90,1208124,09-11-2024,1,,,,,,,,
savinho,0,0,7,74,1208124,09-11-2024,1,,,,,,,,
phil foden,0,0,7.5,90,1208124,09-11-2024,1,,,,,,,,
i̇lkay gündoğan,0,0,6.9,72,1208124,09-11-2024,0,,,,,,,,
matheus nunes,0,0,6.7,90,1208124,09-11-2024,0,,,,,,,,
erling haaland,1,0,7,90,1208124,09-11-2024,1,,,,,,,,
bernardo silva,0,0,6.9,18,1208124,09-11-2024,0,,,,,,,,
kevin de bruyne,0,0,6.3,16,1208124,09-11-2024,0,,,,,,,,
stefan ortega,0,0,0,0,1208124,09-11-2024,0,,,,,,,,
nathan aké,0,0,0,0,1208124,09-11-2024,0,,,,,,,,
manuel akanji,0,0,0,0,1208124,09-11-2024,0,,,,,,,,
josh wilson-esbrand,0,0,0,0,1208124,09-11-2024,0,,,,,,,,
jacob wright,0,0,0,0,1208124,09-11-2024,0,,,,,,,,
nico o'reilly,0,0,0,0,1208124,09-11-2024,0,,,,,,,,
james mcatee,0,0,0,0,1208124,09-11-2024,0,,,,,,,,
caoimhin kelleher,0,0,7.2,90,1208127,09-11-2024,1,,,,,,,,
trent alexander-arnold,0,0,6.9,25,1208127,09-11-2024,0,,,,,,,,
ibrahima konaté,0,0,7.5,90,1208127,09-11-2024,1,,,,,,,,
virgil van dijk,0,0,7.2,90,1208127,09-11-2024,1,,,,,,,,
andrew robertson,0,0,7.6,90,1208127,09-11-2024,1,,,,,,,,
ryan gravenberch,0,0,7.9,90,1208127,09-11-2024,1,,,,,,,,
alexis mac allister,0,0,7.2,87,1208127,09-11-2024,1,,,,,,,,
mohamed salah,1,1,8.3,90,1208127,09-11-2024,1,,,,,,,,
curtis jones,0,0,6.6,65,1208127,09-11-2024,0,,,,,,,,
luis díaz,0,0,7.2,90,1208127,09-11-2024,1,,,,,,,,
darwin núñez,1,0,7,65,1208127,09-11-2024,1,,,,,,,,
conor bradley,0,0,6.9,65,1208127,09-11-2024,0,,,,,,,,
dominik szoboszlai,0,0,7,25,1208127,09-11-2024,1,,,,,,,,
cody gakpo,0,0,6.6,25,1208127,09-11-2024,0,,,,,,,,
wataru endo,0,0,0,3,1208127,09-11-2024,0,,,,,,,,
vítězslav jaroš,0,0,0,0,1208127,09-11-2024,0,,,,,,,,
joe gomez,0,0,0,0,1208127,09-11-2024,0,,,,,,,,
konstantinos tsimikas,0,0,0,0,1208127,09-11-2024,0,,,,,,,,
jarell quansah,0,0,0,0,1208127,09-11-2024,0,,,,,,,,
tyler morton,0,0,0,0,1208127,09-11-2024,0,,,,,,,,
emiliano martínez,0,0,6.7,90,1208127,09-11-2024,0,,,,,,,,
ezri konsa,0,0,6.9,90,1208127,09-11-2024,0,,,,,,,,
diego carlos,0,0,6.2,90,1208127,09-11-2024,0,,,,,,,,
pau torres,0,0,6.7,90,1208127,09-11-2024,0,,,,,,,,
lucas digne,0,0,7.2,74,1208127,09-11-2024,1,,,,,,,,
amadou onana,0,0,7.3,74,1208127,09-11-2024,1,,,,,,,,
youri tielemans,0,0,7.3,90,1208127,09-11-2024,1,,,,,,,,
leon bailey,0,0,6.7,65,1208127,09-11-2024,0,,,,,,,,
morgan rogers,0,0,6.5,90,1208127,09-11-2024,0,,,,,,,,
jacob ramsey,0,0,6.9,45,1208127,09-11-2024,0,,,,,,,,
ollie watkins,0,0,6.7,65,1208127,09-11-2024,0,,,,,,,,
john mcginn,0,0,6.9,45,1208127,09-11-2024,0,,,,,,,,
jaden philogene-bidace,0,0,6.3,25,1208127,09-11-2024,0,,,,,,,,
jhon durán,0,0,6.7,25,1208127,09-11-2024,0,,,,,,,,
ian maatsen,0,0,6.6,16,1208127,09-11-2024,0,,,,,,,,
boubacar kamara,0,0,6.2,16,1208127,09-11-2024,0,,,,,,,,
robin olsen,0,0,0,0,1208127,09-11-2024,0,,,,,,,,
tyrone mings,0,0,0,0,1208127,09-11-2024,0,,,,,,,,
lamare bogarde,0,0,0,0,1208127,09-11-2024,0,,,,,,,,
emiliano buendía,0,0,0,0,1208127,09-11-2024,0,,,,,,,,
andré onana,0,0,7.9,90,1208128,10-11-2024,1,,,,,,,,
diogo dalot,0,0,6.5,57,1208128,10-11-2024,0,,,,,,,,
matthijs de ligt,0,0,6.6,90,1208128,10-11-2024,0,,,,,,,,
lisandro martínez,0,0,7.5,90,1208128,10-11-2024,1,,,,,,,,
noussair mazraoui,0,0,7.5,90,1208128,10-11-2024,1,,,,,,,,
casemiro,0,0,6.9,79,1208128,10-11-2024,0,,,,,,,,
manuel ugarte,0,0,7.6,90,1208128,10-11-2024,1,,,,,,,,
amad diallo,0,1,7.9,90,1208128,10-11-2024,1,,,,,,,,
bruno fernandes,1,1,9,90,1208128,10-11-2024,1,,,,,,,,
marcus rashford,0,0,6.7,57,1208128,10-11-2024,0,,,,,,,,
rasmus højlund,0,0,6.3,75,1208128,10-11-2024,0,,,,,,,,
jonny evans,0,0,6.7,33,1208128,10-11-2024,0,,,,,,,,
alejandro garnacho,1,0,7.2,33,1208128,10-11-2024,1,,,,,,,,
joshua zirkzee,0,0,6.3,15,1208128,10-11-2024,0,,,,,,,,
christian eriksen,0,0,6.9,11,1208128,10-11-2024,0,,,,,,,,
altay bayındır,0,0,0,0,1208128,10-11-2024,0,,,,,,,,
tom heaton,0,0,0,0,1208128,10-11-2024,0,,,,,,,,
victor lindelöf,0,0,0,0,1208128,10-11-2024,0,,,,,,,,
mason mount,0,0,0,0,1208128,10-11-2024,0,,,,,,,,
antony,0,0,0,0,1208128,10-11-2024,0,,,,,,,,
mads hermansen,0,0,5.9,90,1208128,10-11-2024,0,,,,,,,,
james justin,0,0,6.5,83,1208128,10-11-2024,0,,,,,,,,
wout faes,0,0,6.9,90,1208128,10-11-2024,0,,,,,,,,
jannik vestergaard,0,0,6.3,90,1208128,10-11-2024,0,,,,,,,,
victor kristiansen,0,0,6.2,90,1208128,10-11-2024,0,,,,,,,,
boubakary soumaré,0,0,6.6,90,1208128,10-11-2024,0,,,,,,,,
harry winks,0,0,7.2,90,1208128,10-11-2024,1,,,,,,,,
wilfred ndidi,0,0,6.9,70,1208128,10-11-2024,0,,,,,,,,
facundo buonanotte,0,0,6.9,90,1208128,10-11-2024,0,,,,,,,,
jordan ayew,0,0,6.6,88,1208128,10-11-2024,0,,,,,,,,
abdul fatawu issahaku,0,0,7.9,90,1208128,10-11-2024,1,,,,,,,,
bilal el khannouss,0,0,6.2,20,1208128,10-11-2024,0,,,,,,,,
kasey mcateer,0,0,6.7,13,1208128,10-11-2024,0,,,,,,,,
odsonne édouard,0,0,6.7,8,1208128,10-11-2024,0,,,,,,,,
danny ward,0,0,0,0,1208128,10-11-2024,0,,,,,,,,
conor coady,0,0,0,0,1208128,10-11-2024,0,,,,,,,,
caleb okoli,0,0,0,0,1208128,10-11-2024,0,,,,,,,,
hamza choudhury,0,0,0,0,1208128,10-11-2024,0,,,,,,,,
oliver skipp,0,0,0,0,1208128,10-11-2024,0,,,,,,,,
stephy mavididi,0,0,0,0,1208128,10-11-2024,0,,,,,,,,
guglielmo vicario,0,0,6.7,90,1208130,10-11-2024,0,,,,,,,,
pedro porro,0,1,7.5,90,1208130,10-11-2024,1,,,,,,,,
cristian romero,0,0,6.9,90,1208130,10-11-2024,0,,,,,,,,
radu drăguşin,0,0,6,90,1208130,10-11-2024,0,,,,,,,,
destiny udogie,0,0,7,90,1208130,10-11-2024,1,,,,,,,,
dejan kulusevski,0,0,6.6,90,1208130,10-11-2024,0,,,,,,,,
rodrigo bentancur,1,0,7.9,84,1208130,10-11-2024,1,,,,,,,,
pape matar sarr,0,0,7.3,66,1208130,10-11-2024,1,,,,,,,,
brennan johnson,0,0,6.7,84,1208130,10-11-2024,0,,,,,,,,
dominic solanke,0,0,7,90,1208130,10-11-2024,1,,,,,,,,
heung-min son,0,0,7.7,90,1208130,10-11-2024,1,,,,,,,,
timo werner,0,0,6.6,24,1208130,10-11-2024,0,,,,,,,,
james maddison,0,0,6.9,16,1208130,10-11-2024,0,,,,,,,,
yves bissouma,0,0,6.7,16,1208130,10-11-2024,0,,,,,,,,
fraser forster,0,0,0,0,1208130,10-11-2024,0,,,,,,,,
archie gray,0,0,0,0,1208130,10-11-2024,0,,,,,,,,
ben davies,0,0,0,0,1208130,10-11-2024,0,,,,,,,,
djed spence,0,0,0,0,1208130,10-11-2024,0,,,,,,,,
lucas bergvall,0,0,0,0,1208130,10-11-2024,0,,,,,,,,
will lankshear,0,0,0,0,1208130,10-11-2024,0,,,,,,,,
arijanet murić,0,0,8,90,1208130,10-11-2024,1,,,,,,,,
axel tuanzebe,0,0,6.7,90,1208130,10-11-2024,0,,,,,,,,
dara o'shea,0,0,7.2,90,1208130,10-11-2024,1,,,,,,,,
cameron burgess,0,0,6.3,90,1208130,10-11-2024,0,,,,,,,,
leif davis,0,0,7,90,1208130,10-11-2024,1,,,,,,,,
sam morsy,0,0,6.9,90,1208130,10-11-2024,0,,,,,,,,
jens cajuste,0,0,6.7,89,1208130,10-11-2024,0,,,,,,,,
ben johnson,0,0,6.7,90,1208130,10-11-2024,0,,,,,,,,
omari hutchinson,0,0,6.7,90,1208130,10-11-2024,0,,,,,,,,
sammie szmodics,1,0,7,71,1208130,10-11-2024,1,,,,,,,,
liam delap,1,1,7.9,70,1208130,10-11-2024,1,,,,,,,,
george hirst,0,0,6.6,20,1208130,10-11-2024,0,,,,,,,,
jack clarke,0,0,6.6,19,1208130,10-11-2024,0,,,,,,,,
massimo luongo,0,0,6.7,8,1208130,10-11-2024,0,,,,,,,,
christian walton,0,0,0,0,1208130,10-11-2024,0,,,,,,,,
harry clarke,0,0,0,0,1208130,10-11-2024,0,,,,,,,,
conor townsend,0,0,0,0,1208130,10-11-2024,0,,,,,,,,
luke woolfenden,0,0,0,0,1208130,10-11-2024,0,,,,,,,,
conor chaplin,0,0,0,0,1208130,10-11-2024,0,,,,,,,,
wes burns,0,0,0,0,1208130,10-11-2024,0,,,,,,,,
matz sels,0,0,6.7,90,1208129,10-11-2024,0,,,,,,,,
ola aina,0,0,6.7,90,1208129,10-11-2024,0,,,,,,,,
nikola milenković,0,0,6.5,90,1208129,10-11-2024,0,,,,,,,,
murillo,1,0,7.6,90,1208129,10-11-2024,1,,,,,,,,
álex moreno,0,0,6.6,88,1208129,10-11-2024,0,,,,,,,,
ryan yates,0,0,7.3,90,1208129,10-11-2024,1,,,,,,,,
nicolás domínguez,0,0,7.2,74,1208129,10-11-2024,1,,,,,,,,
anthony elanga,0,1,7.3,88,1208129,10-11-2024,1,,,,,,,,
morgan gibbs-white,0,0,6.6,59,1208129,10-11-2024,0,,,,,,,,
callum hudson-odoi,0,0,6.2,59,1208129,10-11-2024,0,,,,,,,,
chris wood,0,0,6.6,90,1208129,10-11-2024,0,,,,,,,,
elliot anderson,0,0,6.2,31,1208129,10-11-2024,0,,,,,,,,
jota silva,0,0,7.2,31,1208129,10-11-2024,1,,,,,,,,
ramón sosa,0,0,6.5,16,1208129,10-11-2024,0,,,,,,,,
james ward-prowse,0,0,6.3,10,1208129,10-11-2024,0,,,,,,,,
taiwo awoniyi,0,0,6.3,10,1208129,10-11-2024,0,,,,,,,,
carlos miguel,0,0,0,0,1208129,10-11-2024,0,,,,,,,,
morato,0,0,0,0,1208129,10-11-2024,0,,,,,,,,
neco williams,0,0,0,0,1208129,10-11-2024,0,,,,,,,,
willy boly,0,0,0,0,1208129,10-11-2024,0,,,,,,,,
nick pope,0,0,7,90,1208129,10-11-2024,1,,,,,,,,
valentino livramento,0,0,7.3,90,1208129,10-11-2024,1,,,,,,,,
fabian schär,0,0,6.9,90,1208129,10-11-2024,0,,,,,,,,
dan burn,0,0,6.9,90,1208129,10-11-2024,0,,,,,,,,
lewis hall,0,0,7.2,90,1208129,10-11-2024,1,,,,,,,,
sean longstaff,0,0,7.3,90,1208129,10-11-2024,1,,,,,,,,
bruno guimarães,0,0,6.7,90,1208129,10-11-2024,0,,,,,,,,
joe willock,0,0,7,69,1208129,10-11-2024,1,,,,,,,,
anthony gordon,0,0,7.2,80,1208129,10-11-2024,1,,,,,,,,
alexander isak,1,1,7.7,89,1208129,10-11-2024,1,,,,,,,,
joelinton,1,0,8,90,1208129,10-11-2024,1,,,,,,,,
sandro tonali,0,1,7.3,21,1208129,10-11-2024,1,,,,,,,,
harvey barnes,1,0,7.7,10,1208129,10-11-2024,1,,,,,,,,
william osula,0,0,0,1,1208129,10-11-2024,0,,,,,,,,
martin dúbravka,0,0,0,0,1208129,10-11-2024,0,,,,,,,,
matt targett,0,0,0,0,1208129,10-11-2024,0,,,,,,,,
lloyd kelly,0,0,0,0,1208129,10-11-2024,0,,,,,,,,
lewis miley,0,0,0,0,1208129,10-11-2024,0,,,,,,,,
miguel almirón,0,0,0,0,1208129,10-11-2024,0,,,,,,,,
jacob murphy,0,0,0,0,1208129,10-11-2024,0,,,,,,,,
robert sánchez,0,0,6.3,90,1208125,10-11-2024,0,,,,,,,,
malo gusto,0,0,6.9,82,1208125,10-11-2024,0,,,,,,,,
wesley fofana,0,0,7.2,90,1208125,10-11-2024,1,,,,,,,,
levi colwill,0,0,6.7,90,1208125,10-11-2024,0,,,,,,,,
marc cucurella,0,0,7,90,1208125,10-11-2024,1,,,,,,,,
moisés caicedo,0,0,7.3,90,1208125,10-11-2024,1,,,,,,,,
roméo lavia,0,0,6.6,68,1208125,10-11-2024,0,,,,,,,,
noni madueke,0,0,7.2,68,1208125,10-11-2024,1,,,,,,,,
cole palmer,0,0,6.6,90,1208125,10-11-2024,0,,,,,,,,
pedro neto,1,0,7.6,90,1208125,10-11-2024,1,,,,,,,,
nicolas jackson,0,0,7.3,88,1208125,10-11-2024,1,,,,,,,,
enzo fernández,0,1,7.2,22,1208125,10-11-2024,1,,,,,,,,
mykhaylo mudryk,0,0,6.6,22,1208125,10-11-2024,0,,,,,,,,
reece james,0,0,6.5,8,1208125,10-11-2024,0,,,,,,,,
christopher nkunku,0,0,6.7,8,1208125,10-11-2024,0,,,,,,,,
filip jørgensen,0,0,0,0,1208125,10-11-2024,0,,,,,,,,
benoît badiashile,0,0,0,0,1208125,10-11-2024,0,,,,,,,,
tosin adarabioyo,0,0,0,0,1208125,10-11-2024,0,,,,,,,,
renato veiga,0,0,0,0,1208125,10-11-2024,0,,,,,,,,
joão félix,0,0,0,0,1208125,10-11-2024,0,,,,,,,,
david raya,0,0,7.2,90,1208125,10-11-2024,1,,,,,,,,
ben white,0,0,7.3,90,1208125,10-11-2024,1,,,,,,,,
william saliba,0,0,7.3,90,1208125,10-11-2024,1,,,,,,,,
gabriel magalhães,0,0,7.3,90,1208125,10-11-2024,1,,,,,,,,
jurriën timber,0,0,6.9,90,1208125,10-11-2024,0,,,,,,,,
martin ødegaard,0,1,7.7,90,1208125,10-11-2024,1,,,,,,,,
thomas partey,0,0,6.9,90,1208125,10-11-2024,0,,,,,,,,
declan rice,0,0,6.3,71,1208125,10-11-2024,0,,,,,,,,
bukayo saka,0,0,6.3,80,1208125,10-11-2024,0,,,,,,,,
kai havertz,0,0,6.9,90,1208125,10-11-2024,0,,,,,,,,
gabriel martinelli,1,0,6.9,71,1208125,10-11-2024,1,,,,,,,,
mikel merino,0,0,7.2,19,1208125,10-11-2024,1,,,,,,,,
leandro trossard,0,0,6.3,19,1208125,10-11-2024,0,,,,,,,,
gabriel jesus,0,0,6.2,10,1208125,10-11-2024,0,,,,,,,,
neto,0,0,0,0,1208125,10-11-2024,0,,,,,,,,
jakub kiwior,0,0,0,0,1208125,10-11-2024,0,,,,,,,,
oleksandr zinchenko,0,0,0,0,1208125,10-11-2024,0,,,,,,,,
myles lewis-skelly,0,0,0,0,1208125,10-11-2024,0,,,,,,,,
jorginho,0,0,0,0,1208125,10-11-2024,0,,,,,,,,
ethan nwaneri,0,0,0,0,1208125,10-11-2024,0,,,,,,,,
emiliano martínez,0,0,7.6,90,1208082,06-10-2024,1,,,,,,,,
matty cash,0,0,7.3,90,1208082,06-10-2024,1,,,,,,,,
ezri konsa,0,0,6.7,12,1208082,06-10-2024,0,,,,,,,,
pau torres,0,0,6.7,90,1208082,06-10-2024,0,,,,,,,,
lucas digne,0,0,7.3,85,1208082,06-10-2024,1,,,,,,,,
ross barkley,0,0,6.9,90,1208082,06-10-2024,0,,,,,,,,
youri tielemans,0,0,7.2,90,1208082,06-10-2024,1,,,,,,,,
leon bailey,0,0,6.6,63,1208082,06-10-2024,0,,,,,,,,
morgan rogers,0,0,7,90,1208082,06-10-2024,1,,,,,,,,
jaden philogene-bidace,0,0,7,90,1208082,06-10-2024,1,,,,,,,,
ollie watkins,0,0,7,90,1208082,06-10-2024,1,,,,,,,,
diego carlos,0,0,7,78,1208082,06-10-2024,1,,,,,,,,
jhon durán,0,0,6.7,27,1208082,06-10-2024,0,,,,,,,,
ian maatsen,0,0,6.6,13,1208082,06-10-2024,0,,,,,,,,
joe gauci,0,0,0,0,1208082,06-10-2024,0,,,,,,,,
kosta nedeljković,0,0,0,0,1208082,06-10-2024,0,,,,,,,,
sil swinkels,0,0,0,0,1208082,06-10-2024,0,,,,,,,,
lamare bogarde,0,0,0,0,1208082,06-10-2024,0,,,,,,,,
emiliano buendía,0,0,0,0,1208082,06-10-2024,0,,,,,,,,
kadan young,0,0,0,0,1208082,06-10-2024,0,,,,,,,,
andré onana,0,0,7,90,1208082,06-10-2024,1,,,,,,,,
noussair mazraoui,0,0,7,45,1208082,06-10-2024,1,,,,,,,,
harry maguire,0,0,6.3,45,1208082,06-10-2024,0,,,,,,,,
jonny evans,0,0,7.6,90,1208082,06-10-2024,1,,,,,,,,
diogo dalot,0,0,7.2,90,1208082,06-10-2024,1,,,,,,,,
kobbie mainoo,0,0,7,85,1208082,06-10-2024,1,,,,,,,,
christian eriksen,0,0,6.9,90,1208082,06-10-2024,0,,,,,,,,
alejandro garnacho,0,0,7.2,90,1208082,06-10-2024,1,,,,,,,,
bruno fernandes,0,0,7.3,90,1208082,06-10-2024,1,,,,,,,,
marcus rashford,0,0,6.9,64,1208082,06-10-2024,0,,,,,,,,
rasmus højlund,0,0,6.5,64,1208082,06-10-2024,0,,,,,,,,
matthijs de ligt,0,0,6.9,45,1208082,06-10-2024,0,,,,,,,,
victor lindelöf,0,0,6.9,45,1208082,06-10-2024,0,,,,,,,,
antony,0,0,6.9,26,1208082,06-10-2024,0,,,,,,,,
joshua zirkzee,0,0,6.3,26,1208082,06-10-2024,0,,,,,,,,
casemiro,0,0,6.6,13,1208082,06-10-2024,0,,,,,,,,
altay bayındır,0,0,0,0,1208082,06-10-2024,0,,,,,,,,
lisandro martínez,0,0,0,0,1208082,06-10-2024,0,,,,,,,,
manuel ugarte,0,0,0,0,1208082,06-10-2024,0,,,,,,,,
amad diallo,0,0,0,0,1208082,06-10-2024,0,,,,,,,,
bart verbruggen,0,0,5.9,90,1208084,06-10-2024,0,,,,,,,,
joël veltman,0,0,6,90,1208084,06-10-2024,0,,,,,,,,
adam webster,0,0,6.6,9,1208084,06-10-2024,0,,,,,,,,
lewis dunk,0,0,6.9,90,1208084,06-10-2024,0,,,,,,,,
ferdi kadıoğlu,0,0,6.3,45,1208084,06-10-2024,0,,,,,,,,
carlos baleba,0,0,7,74,1208084,06-10-2024,1,,,,,,,,
jack hinshelwood,0,0,6.3,90,1208084,06-10-2024,0,,,,,,,,
yankuba minteh,1,0,7.2,87,1208084,06-10-2024,1,,,,,,,,
georginio rutter,1,0,6.9,73,1208084,06-10-2024,1,,,,,,,,
kaoru mitoma,0,1,7.7,90,1208084,06-10-2024,1,,,,,,,,
danny welbeck,1,0,7.3,90,1208084,06-10-2024,1,,,,,,,,
igor júlio,0,0,6.5,81,1208084,06-10-2024,0,,,,,,,,
pervis estupiñán,0,0,6.9,45,1208084,06-10-2024,0,,,,,,,,
julio enciso,0,0,6.3,17,1208084,06-10-2024,0,,,,,,,,
mats wieffer,0,0,6.9,16,1208084,06-10-2024,0,,,,,,,,
brajan gruda,0,0,6.2,8,1208084,06-10-2024,0,,,,,,,,
jason steele,0,0,0,0,1208084,06-10-2024,0,,,,,,,,
tariq lamptey,0,0,0,0,1208084,06-10-2024,0,,,,,,,,
yasin ayari,0,0,0,0,1208084,06-10-2024,0,,,,,,,,
evan ferguson,0,0,0,0,1208084,06-10-2024,0,,,,,,,,
guglielmo vicario,0,0,6.7,90,1208084,06-10-2024,0,,,,,,,,
pedro porro,0,0,6.9,90,1208084,06-10-2024,0,,,,,,,,
cristian romero,0,0,7,90,1208084,06-10-2024,1,,,,,,,,
micky van de ven,0,0,6.7,90,1208084,06-10-2024,0,,,,,,,,
destiny udogie,0,0,6.6,90,1208084,06-10-2024,0,,,,,,,,
dejan kulusevski,0,0,6.7,90,1208084,06-10-2024,0,,,,,,,,
rodrigo bentancur,0,0,6.7,79,1208084,06-10-2024,0,,,,,,,,
james maddison,1,0,7.5,85,1208084,06-10-2024,1,,,,,,,,
brennan johnson,1,0,7.9,90,1208084,06-10-2024,1,,,,,,,,
dominic solanke,0,1,7.2,90,1208084,06-10-2024,1,,,,,,,,
timo werner,0,1,7.3,79,1208084,06-10-2024,1,,,,,,,,
